accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
G-B-1474	de	סיקלייר לויס		Elmer Gantry	) 1961 הוצאה ראשונה (19279	418	1930 האמריקאי הראשון שקיבל פרס נובל לספרות | 1930 Nobelpreisträger	No Image		Rowohlt	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(	2000.016		חיים וינטר ,חיפה		2572
G-B-1475	de	לרנר פרנץ		Bestand im Wandel	1956	173	ספר על משפחות בנקאים הפרנקפורט על נהר המיין.	No Image		Verlag Gerd Ammelburg	לא סומן בקטלוג כמצוי בספריה	חברה / בנקאות	חברה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2573
G-B-1476	de	לובה היינריך	Loewe Heinrich		1905	30		No Image		Jüdischer Verlag Berlin		ציונות	ציונות L /		נילי דוידסון )תוך קטלוג גדעון בוטש(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	2574
G-B-1477	de	לסקר-שילר אלזה		Der Malik - Eine Kaisergeschichte mit selbstgezeichneten	1919	102		\Hugo Else Klein GB1564 אוסף אקסליבריס\backup\Tchelet_data\Rachel		Verlag bei Paul Cassierer in Berlin		שירה	שירה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(				"אקסליבריס :הוגו & אלזה קליין / אמנותי .אמן מצוין בר""ת , MDלא מזוהה .ראה תמונה. | Exlibris: Hugo & Else Klein / künstlerich. | Künstler MD (?). Siehe Bild."	2575
G-B-1478	de	לסקר-שילר אלזה			1920	110		No Image		Verlag bei Paul Cassierer in Berlin		שירה	שירה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2576
G-B-1479	de	לוין א.	תורת אמונה		1889	53	מוציא הספר לאור מקווה בדרך זאת להסביר לילדים | ובמיוחד למגיעים למצוות את החוקים העיקריים ביהדות, | לקרבם לעקרונות הדת. | בספר כתוב בצורת שאלות ותשובות | Bearbeitet von A. Levin	No Image		Verlag von Wilhelm Koebner ,Breslau	לא סומן בקטלוג כמצוי בספריה	מדעי היהדות	מדעי היהדות L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2577
G-B-1480	de	סלמנדר רחל	Salamander Rachel		1990	320	Hrsg.: Rachel Salamander | Mit 425 Abbildungen - Text und Bild-Zeugniss aus | Mitteleuropa | Mit Textbeiträge von: | Schalom Ben-Chorin, Marcel Reich-Ranicki,      Joachim | Riedl und Julius Schoeps	No Image		Verlag Christian Brandstätter ,Wien		חברה	S / חברה		נילי דוידסון	2006.384		נהריה,שולמית בלוך	עותקים בספריה 2 לספר | 7473  מתוך 2585 עמוד	2585
G-B-1481	de	בר-גיורא במברגר נפתלי	בית הקברות היהודי בגיילינגן		1994	585 + 329	הטקס בספר בגרמנית +עברית	No Image		Gemeinde Gailingen		קהילות	קהילות G /		נילי דוידסון	2006.384		בלוך שולמית ,נהריה		2586
G-B-1482	de	לשם פ.		1933-1939 Strasse zur Rettung	1973	227	Aus Deutschland vertrieben-bereitet sich jüdische Jugend | auf Palästina	No Image		Verband der Freunde der Histadrut ,Tel-Aviv		חינוך נוער וספורט	חינוך נוער וספורט L /		נילי דוידסון	2000.063		דר' פאול פרוינד ,הבן ,ירושלים		2587
G-B-1483	de	לנדסברג ארתור	Landsberg Arthur		1913	413	עם עליית הנאצים שם המחבר קץ לחייו	\Krausz Lajos, Koenyve GB1571 אוסף אקסליבריס\backup\Tchelet_data\Rachel		Georg Müller ,München	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה L /		נילי דוידסון	2000.085		לידיה ובובי רפפורט ,נהריה	אקסליבריס :קראוס ליוש קיניבה )קיניבה = ישוב( / אמנותי .האמן לא מזוהה .ראה תמונה. | Exlibris: Krausz Lajos Könyve / künstlerich. Künstler unbekannt. Siehe Bild.	2589
G-B-1484	de	לודויג אמיל		Diana / Roman	1917	287	שם משפחתו של הסופר היה כהן .עבר לנצרות .אחרי | רצח ולטר רטנאו דחה פומבית את הנצרות	No Image		Ernst Rowohlt Verlag ,Berlin	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה L /		נילי דוידסון	2000.085		לידיה ובובי רפפורט ,נהריה		2590
G-B-1485	de	לבן רודולף	Laban Rudolf		1922	262	Rudolf von Laban	No Image		Walter Seiffert Verlag ,Stuttgart		חברה / אמנות הבמה	חברה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2604
G-B-1486	de	לחמן הדויג		Geammelte Gedichte - Eigenes und Nachdichtungen	1919	398		No Image		Gustav Kiepenheuer Verlag ,Potsdam		שירה	שירה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2605
G-B-1487	de	לנדאואר גאורג		Der Zionismus im Wandel dreier Jahrzehnte	1957	478		No Image		Biaton Verlag ,Tel-Aviv		ציונות	ציונות L /		מרים פולין )תוך קטלוג גדעון בוטש(				לספר 2 עותקים	2607
G-B-1488	de	לנדאואר גאורג	Landauer Georg		1935	120	188 Bilder nebst einer Übersichtskarte und einer | viersprachigen Bildbeschreibung	No Image		Verlag:Jüdische Buchvereinigung ,Berlin		ארץ ישראל	ארץ ישראל L /		מרים פולין )תוך קטלוג גדעון בוטש(					2608
G-B-1489	de	לנדסברג ארתור	Landsberg Arthur		1915	384	"עם עליית הנאצים שם המחבר קץ לחייו | רומן ""עתידני""  -ראה כותרת הספר לעומת יציאתו לאור"	No Image		Georg Müller ,München	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה L /		נילי דוידסון					2591
G-B-1490	de	לצרוס מ.		Die Ethik des Judentums	1898	466	Prof. Dr. M. Lazarus	No Image		J .Kauffmann ,Frankfurt a .M		מדעי היהדות	מדעי היהדות L /		נילי דוידסון	2001.148		חוה יואל ,נהריה )עברה לטבעון(	לספר 2 עותקים בספריה	2593
G-B-1491	de	ליכטנשטיין ארוין		Bericht an meiner Familie - Ein Leben zwischen Danzig	1985	244	Mit einem Nachwort von Günter Grass	No Image		Luchterhand	לא סומן בקטלוג כמצוי בספריה	ביוגרפיות	ביוגרפיות L /		נילי דוידסון	2001.162		מירה סובר ,מעין צבי		2594
G-B-1492	de	לורנץ אידה	Lorenz Ida		1989	?		No Image		Hans Christian Verlag ,Hamburg	לא סומן בקטלוג כמצוי בספריה	קהילות	קהילות L /		נילי דוידסון					2595
G-B-1493	de	לודויג אמיל		Napoleon	1939	450	Forum - Die Forum-Bücher werden gemeinschaftlich | herausgegeben von den Verlagen: | Bermann-Fischer, Stockholm & Allert De Lang, | Amsterdam & Querido, Amsterdam	No Image		+ Forumראה בתיאור היצירה		ביוגרפיות	ביוגרפיות L /		נילי דוידסון					2596
G-B-1494	de	לודויג אוטו	Ludwig Otto		?	84		No Image		Verlag von Philipp jun. ,Leipzig	לא סומן בקטלוג כמצוי בספריה	דרמה	דרמה L /		נילי דוידסון				אקסליבריס :מעזבון האב ריכרד דיטרסדורף | Exlibris: Aus dem Nachlass von Richard Dietersdorf	2597
G-B-1495	de	לוינסון נתן פטר		Ein Ort ist mit wem Du bist - Lebensstationen einer	1996	320		No Image		Edition Hentrich		ביוגרפיות	ביוגרפיות L /		נילי דוידסון					2598
G-B-1496	de	ליכטהיים ריכרד		Die Geschichte des deutschen Zionismus	1954	285		No Image		Rubin Mass Verlag ,Jerusalem		ציונות	ציונות L /		נילי דוידסון					2599
G-B-1497	de	לוין לואיז		Durch die USA und Canada im Jahre 1887 - Ein Tagebuch	1985	211	Mit Abbildungen	No Image		Akademie-Verlag , Berlin / DDR		יומנים ומכתבים	יומנים ומכתבים L /		נילי דוידסון				Widmung: An Frau Herta Jaffe von (?) aus Stockholm	2600
G-B-1498	de	לודויג אמיל		Napoleon	1931	695		No Image		Ernst Rowohlt Verlag ,Berlin		ביוגרפיות	ביוגרפיות L /		נילי דוידסון				אקסליבריס :תאודור רוטבלום | Exlibris: Theodor Rotblum	2601
G-B-1499	de	לנדאואר גאורג	Landauer Georg		1945	47	EinReferat gehalten auf der zweiten Landestagung der | Alija Chadascha	No Image		Bitaon Verlag ,Tel-Aviv		ארץ ישראל	ארץ ישראל L /		נילי דוידסון					2602
G-B-1500	de	ליליין אפרים משה		Briefe an seiner Frau	1985	301	עם ציורים של ליליין | Hrsg.: Otto Lilien & Eva Strauss | Mit Zeichnungen	No Image		Jüdischer Verlag Athenäum		חברה	חברה L /		נילי דוידסון					2603
G-B-1501	de	לנדאואר גאורג		Zwischen zwei Revolutionen	1942	118	Zionistische Betrachtungen zu einigen Fragen der | Übergangszeit	No Image		Gesher Printing Predd ,Tel-Aviv		ארץ ישראל	ארץ ישראל L /		מרים פולין )תוך קטלוג גדעון בוטש(					2609
G-B-1502	de	לנדאואר גוסטב		Aufruf zum Sozialismus	1919	538		No Image		Paul Cassirer Verlag ,Berlin		פוליטיקה	פוליטיקה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2610
G-B-1503	de	לנדאואר גוסטב	Landauer Gustav		1921	363	)Landauer Gustav (Hrsg.	No Image		Literarische Anstalt Rütten &Loening ,Frankfurt a		פוליטיקה	פוליטיקה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2611
G-B-1504	de	לנדאואר גוסטב		Der werdende Mensche	1921	363	Aufsätze über Leben und Schrifttum	No Image		Gustav Kiepenheuer Verlag ,Potsdam		פילוסופיה	פילוסופיה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2612
G-B-1505	de	לנדאואר גוסטב		Die Revolution	1919	118	Die Gesellschaft - Sammlung sozialpsychologischer | Monographien 13 Martin Buber	No Image		Literarische Anstalt Rütten &Loening Frankfurt a		פוליטיקה	פוליטיקה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2613
G-B-1506	de	לנדאואר גוסטב		Rechenschaft	1919	205		No Image		Paul Cassierer Verlag ,Berlin		פוליטיקה	פוליטיקה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2614
G-B-1507	de	לנדאואר גוסטב	Landauer Gustav		1923	394		No Image		Rütten und Loening Verlag ,Frankfurt a Main		ביוגרפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2615
G-B-1508	de	לנדאואר גוסטב	Landauer Gustav		1920	394		No Image		Rütten &Loening Verlag ,Frankfurt a.Main		ביוגרפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2616
G-B-1509	de	לנדאואר גוסטב		Skepsis und Mystik	1923	73	Versuche im Anschluss an Mauthners Sprachkritik	No Image		Marcan-Block Verlag ,Köln		פוליטיקה	פוליטיקה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2617
G-B-1510	de	לנדסברג אליס		Neue Stadt bei Tel-Aviv	1937	146		No Image		Joachim Goldstein Verlag ,Berlin		פרוזה	פרוזה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2618
G-B-1511	de	לנדסברג הנס		Henriette Herz - Ihr Leben und ihre Zeit	1913	487	)Landsberg Hans (Hrsg.	No Image		Gustav Kiepenheuer Verlag ,Weimar		ביוגרפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2619
G-B-1512	de	לנדסברג הנס	Landsberg Hans		1912	244	)Landsberg Hans (Hrsg.	No Image		Leonhard Simion Verlag ,Berlin		פרוזה	פרוזה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2620
G-B-1513	de	לנדסברגר ארתור	Landsberger Artur		1918	475		No Image		Georg Müller Verlag ,München		פרוזה	פרוזה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2621
G-B-1514	de	לנדסברגר ארתור		Liebe und Bananen - Eine wilde Sache	1927	312		No Image		Neue Berliner Verlags-Ges.m.b.H.Berlin / Wien		פרוזה	פרוזה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2622
G-B-1515	de	לנדט אריך		Protokolle des Bundes der Sieben	1930	31		No Image		Saturn Verlag ,Wien		פרוזה	פרוזה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2623
G-B-1516	de	לנגה באונו	Lange Bruno		1919	27		No Image		ohne Verlag ,Essen		היסטוריה יהודית	היסטוריה יהודית L /		מרים פולין )תוך קטלוג גדעון בוטש(				לא סומן בקטלוג כמצוי בספריה	2624
G-B-1517	de	לנגה באונו		Jeanette Wolf 1888 bis 1976 - Eine Biographie	1988	143	Praktische Demographie, Frank D Karl / Friedrich-Ebert- | Stiftung	No Image		Neue Gesellschaft Verlag ,Bonn		ביוגרפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2625
G-B-1518	de	לנגשטיין לאו	Langstein Leo		1914	408	Langstein Leo u. Meyer Ludwig F. | Ein Grundriss für den praktischen Arzt	No Image		J.F .Bergmann Verlag ,Wiesbaden		מדעי הרפואה	מדעים L /		מרים פולין )תוך קטלוג גדעון בוטש(					2626
G-B-1519	de	לסאל פרדיננד		Tagebuch - Seelenberichte - nebst einer Darstellung	1920	?		No Image		Carl Conegen Verlag ,Wien		ביוגרפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2627
G-B-1520	de	לסאל פרדיננד		Tagebuch - Seelenberichte - nebst einer Darstellung	1920	?		No Image		Carl Konegen Verlag ,Wien		ביוגדפיות	ביוגרפיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2628
G-B-1521	de	לזר ז .מ.	Laser S. M.		1927	734	Laser S.M & Torczyner H.	No Image		Benjamin Harz verlag , Berlin / Wien		מילונים ואנציקלופדיות	מלונים ואנציקלופדיות L /		מרים פולין )תוך קטלוג גדעון בוטש(					2629
G-B-1522	de	לסקר-שילר אלזה		Briefe an Karl Kraus	?	181		No Image		Kiepenheuer und Witsch Verlag ,Köln / Berlin		מכתבים ויומנים	מכתבים ויומנים L /		מרים פולין )תוך קטלוג גדעון בוטש(				"אקסליבריס :ד""ר מקס קרמר / ראה תמונה | בG.B.0980- | Exlibris : Dr. Max Cramer & Jenny geb. Hess"	2630
G-B-1523	de	לסקר-שילר אלזה		Der Malik - Eine Kaisergeschichte mit selbstgemahlten	1919	102		No Image		Paul Cassierer Verlag ,Berlin		שירה	שירה L /		מרים פולין )תוך קטלוג גדעון בוטש(				אקסליבריס :יוליוס & אירמה לוי / אמנותי .על האקסליבריס כתוב בית מרקחת ,בגרמנית) .אמן לא מזוהה( | Exlibris: Aus den Büchern julius Levy's	2631
G-B-1524	de	לסקר-שילר אלזה			1919	72		No Image		Paul Cassierer Verlag ,Berlin		שירה	שירה L /		מרים פולין )תוך קטלוג גדעון בוטש(					2632
G-B-1525	de	לסקר-שילר אלזה			1972	210		No Image		Deutscher Taschenbuchverlag ,München		יומנים ומכתבים	יומנים ומכתבים L /		מרים פולין )תוך קטלוג גדעון בוטש(					2633
G-B-1526	de	לסקר-שילר אלזה			1965	192		No Image		Deutscher Taschenbuch Verlag ,München		דרמה	דרמה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2634
G-B-1527	de	לסקר-שילר אלזה		Mein blaues Klavier - Neue Gedichte	1943	45		No Image		? Jerusalem		שירה	שירה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2635
G-B-1528	de	לסקר-שילר אלזה			1977	368		No Image		Kösel Verlag ,München		שירה	שירה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2636
G-B-1529	de	לסאל פרדיננד		Arbeiter-Program	?	72	Über den besonderen Zusammenhang der | gegenwärtigen Geschichtsperiode mit der Idee des | Arbeiterstandes	No Image		Philipp Reclam jun .Verlag ,Leipzig		פוליטיקה	פוליטיקה L /		נילי דוידסון )תוך קטלוג גדעון בוטש(					2637
G-B-1530	de	לוינזון-וולף תאה	Levinsohn-Wolf Thea		1996	164	עם תמונות	No Image		Fachhochschulverlag		ביוגרפיות / סיעוד	ביוגרפיות L /		נילי דוידסון				"הספר מצוי גם בשפה העברית ""זכרונות מאלכסנדריה ,מאת עדה אהרוני ותאה וולף .בספריה העברית באות 'ו' )וולף( | ספר מסH.B.0355 ."	2642
