accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0224-1	G.F. 0224 / 1	ויינהאוזן פאול & קתה		התכתבות בתקופת הרייך השלישי אירופה / פלשתינה				מקור ,העתק	Original, Copy	"המפקידה ,חוה שפירא לבית ויינהאוזן. | ההורים :פאול ויינהאוזן וקתה לבית פרידלנדר. | פאול  ,1915-2000 נולד ברטינגן .Ratingen | הוריו של פאול :יוסף ויינהאוזן & הלנה לבית לוי .יוסף | ויינהאוזן נהרג במלח""ע .I | קתה לבית פרידלנדר  ,1916-2003 נולדה בעיר טייצין )אז | קולוניה גרמנית( ,סין .אביה של קתה ,מיכאל פרידלנדר, | היה פקיד אצל סוחר בטייצין .האמא של קתה ,עמליה | Amalieלבית וולף .Wolf | פאול וקתה הכירו בהכשרה בנויינדורף ב ,1937-נישאו ב- | .1938 | עלו לארץ בינואר  1939 עם חוה ,תינוקת בת חצי שנה. | התיישבו בקיבוץ משמר היום ,ששינה שמו לקיבוץ אפק .ב- | 1960 עברה המשפחה לקרית מוצקין. | סלי פרידלנדר ,אחיו של מיכאל פרידלנדר ,רעייתו מרי- | לואיזה ,פריס. | אגתה ,אחותם של מיכאל וסלי פרידלנדר ובעלה פריץ, | בפלשתינה. | קטגוריות: | .1 התכתבות | .2 הרייך השלישי | .3 אנטישמיות | .4 הגירה *יהודים גרמנים חיים ומתפרנסים בסין. | .5 משפחה *משפ .פרידלנדר פזורה על  3 יבשות | .6 פלשתינה | .7 התיישבות"		והקשיים הכרוכים בכך .גרמנית הדפסה וכתב יד	No Image	-תמונה ממוסגרת עם דיוקן של קתה פרידלנדר Käthe					נרשם ב 19.11.2012 & 15.11.2012-	כרטיס 1 מתוך 2	נילי דוידסון		2004.283		חוה שפירא ,הבת ,קרית אונו	תמונת הדיוקן של קתה בת ה 12-הוצאה מהארכיון ונמסרה לחוה שפירא אישית ,ביום ה' ,22.11.2012 על פי בקשתה. | הסכם תרומה חתום מיום 22.11.2012	1063,1064,1065
G-F-0224-2	G.F. 0224 / 2	ויינהאוזן פאול & קתה		פריטים						"קטגוריות: | .1 פריטים *ראה שדה ""הערות"" למטה."			No Image	-קסת לדיו ,פורצלן .ציורים צבעוניים על רקע לבן.					נרשם ב 20.11.2012-		נילי דוידסון		2004.283		חוה שפירא ,הבת ,קרית אונו	אחד מחזיקי הספרים וקסת הדיו הוצאו לתצוגה ב'צריף'.	7348
G-F-0225	G.F.0225	רוזנפלד יעקב	Rosenfeld Jakob										No Image													"ד""ר יעקב רוזנפלד"	1066
G-F-0226-1	G.F. 0226 / 1	רוזנטל הנס צבי	Rosenthal Hans Zwi							הנס צבי רוזנטל ,1898-1967 היה קצין ראשון על האוניה | תל אביב ,של חברת הספנות ריכרד בורכרדט מהמבורג, | מאוחר יותר בפלשתינה. | קטגוריות: | .1 מקצועות חופשיים *ספנות | .2 תמונות *אוניות וצוותים | .3 מנהגים *ספר אורחים | .4 ציונות *ההקדשות של דיזנגוף ,סוסקין ואוסישקין.			No Image	-ספר / אלבום אורחים עם כתיבה אחת בלבד ,של מאיר					נרשם ב 13.05.2012-		נילי דוידסון		2004.284		ראובן רוזנטל ,הבן ,חיפה		1067,1068
G-F-0226-2	G.F. 0226 / 2	רוזנטל הנס צבי	Rosenthal Hans Zwi	דגל ישראל				מקור	Original				No Image	"דגל ישראל ששימש את האוניה ""עתיד"" של חברת"					נרשם ב 13.05.2012-		נילי דוידסון		2004.284		ראובן רוזנטל ,הבן ,חיפה		7230
G-F-0227	G.F.0227	בן-חורין יהודה											No Image														1069
G-F-0228	G.F.0228	המרשמידט דגוברט דניאל	Hammerschmidt Dagobert Daniel										No Image														1070
G-F-0229	G.F.0229	בירם ארתור	Biram Arthur										No Image														1071
G-F-0230	G.F.0230	אלסברג פאול	Alsberg Paul										No Image													פרופ' פאול אלסברג | חומרים ארכיוניים נוספים שמורים: | .1 בגנזך המדינה | .2 בבית הספרים הלאומי ,ירושלים.	1072
G-F-0231	G.F.0231	פרידלנדר שאול											No Image										2004.297		עליזה פרידלנדר ,להבות הבשן		1073
G-F-0232	G.F.0232	ישראל & משפחת נתן וילפריד		קטלוג אמנותי				העתק	Copy	קטלוג אמנותי | קטגוריות: | .1 תולדות משפחה | .2 מסחר			No Image	דף מודפס עם מידע קצר על וילפריד ישראל.					נרשם ב 25.04.2007-	כרטיס 1 מתוך 1	נילי דוידסון		2007.450		אסתר שילה ,יגור )אחות של אסנת(		1074,1075
G-F-0233	G.F.0233	צ'צ'קס א.	Czackes A.										No Image										2004.298		שלום גינת ,קיבוץ כברי	"בן משפחתו של ש""י עגנון"	1076
G-F-0234	G.F.0234	סמבורסקי דניאל & שמואל											No Image														1077
G-F-0235	G.F.0235	לייזרוביץ יוסף	Leiserowitsch Josef										No Image														1078
G-F-0236	G.F.0236	רוט & לוינזון & שכטר & יפתח אל						מקור ,העתק ,תרגום לעברית	Original, Copy, Translation to Hebrew	אסתר יפתח-אל )מצובה( בתם של פרץ )פריץ( לוינזון | וחנה לבית רוט .הפקידה העתקי מסמכים ,על משפחתה | העניפה .פרץ לוינסון אחרי מות אשתו חנה )נפטרה  3 ימים | אחרי שילדה את אסתר יפתח אל( נשא לאישה את הדה | בר .מתילדה שכטר לבית רוט היתה אחות אביה של חנה | רוט. | קטגוריות: | .1 הכשרה * חוות נידרגימל | .2 תמונות | .3 תולדות משפחה | .4 פלשתינה | .5 שואה			No Image	-תרגום לעברית והדפסה של מכתבים ,שכתבה חנה רוט					נרשם ב 04.03.2007-	כרטיס 1 מתוך 1	נילי דוידסון		2007.442 & 2005.346 ועוד	28.11.2012 & 09.09.2009 & 03.03.2007 & 27.08.2005	אסתר יפתח-אל ,הבת ,מצובה	ספרה של האחות תאה לוינזון לבית וולף: | זכרונות מאלכסנדריה  -שלום למלחמות. | הספר בספריה הברית באות 'ו' | הסכם תרומה נחתם ב 8.3.2013-	1079,1080
G-F-0237	G.F.0237	רפאל סטפן	Refael Stefan										No Image														1081
G-F-0238	G.F.0238	גרינבאום הנס											No Image													"ד""ר הנס גרינבאום"	1082
G-F-0239-1	G.F. 0239 / 1	פרידמן שרלוטה	Friedmann Charlotte	גלימה לעורך סדר הפסח				מקור	Original	שרלוטה פרידמן לבית הפנר Hepnerילידת ברסלאו ב- | .1904 | גלימה מבד לבן ,מקושטת בתחרה לעורך סדר הפסח. | הגלימה הועברה מדור לדור במשפחת פרידמן ,נדדה עם | המשפחה לאוסטרליה ולישראל. | קטגוריות: | .1 פריטים *טקסטיל | .2 מנהגים *מנהג הגלימה הלבנה לסדר פסח			No Image						נרשם ב 21.05.2012-	כרטיס 1 מתוך 2	נילי דוידסון		2004.296		גבריאלה מור ,הבת ,אשדוד	"ההפקדה רשומה ב""תרומות ""2004 תחת השם פרידמן שרלוטה & גבריאלה מור | הסכם תרומה נחתם ב 03.04.2013-"	1083
G-F-0239-2	G.F. 0239 / 2	פרידמן שרלוטה	Friedmann Charlotte	תעודות & ספר				מקור	Original	"קטגוריות: | .1 פרסומים *ספר שירה | .2 מלח""ע * Iתעודת עיטור הכבוד | .3 תעודות אישיות *גמר בי""ס למזכירות | .4 מנהגים *ברכה/שירה לראה""ש 1925"			No Image	-תעודה לשרלוטה הפנר Hepnerלסיום לימודי מזכירות					נרשם ב 21.05.2012-	כרטיס 2 מתוך 2	נילי דוידסון		2004.296		גבריאלה מור ,הבת ,אשדוד	"ההפקדה רשומה ב""תרומות ""2004 תחת השם פרידמן שרלוטה & גבריאלה מור"	7255,7256
G-F-0240	G.F.0240	זרד חנה	Zered Hanna										No Image										2004.303		חנה זרד ,ק .ביאליק		1084
G-F-0241	G.F.0241	יעקובסון גרהרד	Jacobsohn Gerhard										No Image														1085
G-F-0242	G.F.0242			בולים שהוצאו מתצוגת המוזיאון									No Image														1086
G-F-0243	G.F.0243	ליפמן זאב	Lippmann Zeev										No Image														1087
G-F-0244	G.F.0244	לוי & עמנואל											No Image										2005.362 + 2005.312		יאיר עמנואל ,כפר ורדים & יגאל עמנואל ,כרכור	הסכם תרומה נחתם ב 15.03.2013-	1088
G-F-0245	G.F.0245	אלמגור דן & קליין מקס						מקור	Original	קטגוריות: | .1 פלשתינה | .2 כלכלה *בדיקת אפשרויות הפלשתינה | .3 תעשייה			No Image	-חוברת בגרמנית עם צילומים מפלשתינה ,שערך מקס					נרשם ב 30.07.2012-		נילי דוידסון		2005.311		דן אלמגור ,תל אביב	התיק ניתן בהשאלה לתמר לבנה ,ב ,29.07.12-עובדת על תערוכת התעשייה.	1089
G-F-0246	G.F.0246	שינדלר & קלברג											No Image														1090
G-F-0247	G.F.0247	רוזן-רוזנבליט & שטרנברג & דנציגר											No Image														1091
G-F-0249	G.F.0249	זיגמנד אסתר	Sygmand Esther										No Image														1093
G-F-0250-1	G.F. 0250 / 1	קוריין מקס	Kurrein Max	ספר אורחים				מקור ,העתק	Original, Copy	"פרופ' ד""ר מקס קורריין , Max Kurrein1878-1967 יליד | לינץ ,אוסטריה .עלה לארץ ב .1934-היה מומחה | לתחמושת וכלי נשק )מידע שמסרה בתו ,אינה דימון. | קטגוריות: | .1 חברה | .2 הנצחה | .3 משפחה | .4 תעשייה | .5 חינוך | .6 תמונות"			No Image	-ספר אורחים גדול מימדים ,שמקס קוריין קיבל ב.1930-					נרשם ב 30.07.2012-	כרטיס 1 מתוך 5	נילי דוידסון		2012.747		אינה דימון ,הבת ,פסגת אחוזה ,חיפה	מרבית העיזבון נמסר למכון לאו בק בניו יורק	1094,1095
G-F-0250-2	G.F. 0250 / 2	קוריין מקס	Kurrein Max	חוברת ,אנגלית 10 ,שנים להסכמים בין ישראל וגרמניה				מקור	Original	קטגוריות: | .1 תעשייה | .2 כלכלה			No Image	-חוברת באנגלית עם הכותרת:					נרשם ב 30.07.2012-	כרטיס 2 מתוך 5	נילי דוידסון		2012.747		אינה דימון ,הבת ,פסגת אחוזה ,חיפה		7284
G-F-0250-3	G.F. 0250 / 3	קוריין מקס	Kurrein Max	שונות				מקור ,העתק	Original, Copy	קטגוריות: | .1 ישראל *מפה של חיפה ,ללא ציון השנה | .2 אמנות *תחריט | .3 התיישבות *ירושלים  -משה מונטיפיורי & לואיס לווה. | .4 פלשתינה *חוברת | .5 היסטוריה יהודית *משה מונטיפיורי & לואיס לווה | .6 הנצחה *			No Image	-מפה גדולה של חיפה על בד שעווה ,ללא ציון השנה.					נרשם ב 27.09.2012-	כרטיס 3 מתוך 5	נילי דוידסון		2012.747		אינה דימון ,הבת ,פסגת אחוזה ,חיפה		7299,7300
G-F-0250-4	G.F. 0250 / 4	קוריין מקס	Kurrein Max	תעודות אישיות ,מאמרים ,הנצחה ,טכניון				העתק	Copy	קטגוריות: | .1 תעודות אישיות | .2 מדעים *מאמר טכני של פרופ' קוריין ואחרים | .3 ביוגרפיה *קורות חיים בקיצור במארים לרגל ימי | ההולדת של פרופ' קוריין | -תמונות *מחזורים בטכניון *עמיתים בטכניון | *תמונות מתקופת העשייה בגרמניה *תמונות משפחתיות | )?(			No Image	צילומי תעודות של פרופ' מקס קוריין:					נרשם ב 11.10.2012-	כרטיס 4 מתוך 5	נילי דוידסון		2012.747		אינה דימון ,הבת ,פסגת אחוזה ,חיפה		7301,7302,7303
G-F-0250-5	G.F. 0250 / 5	קוריין מקס	Kurrein Max	"ישראל עמיר ,תע""ש ,הנצחה לפרופ' קוריין"				מקור ,העתק	Original, Copy	"קטגוריות: | .1 מנהגים *מכתבי הערכה | .2 פירסומים *צילומי פרקים מספרים בנושא תעשיות | צבאיות *מאמרים בנושא הטכניון | .3 צבא *תע""ש | .4 הנצחה *מכון איילון והפינה לזכרו של פרופ' קוריין | .5 קורות משפחה *אילן יוחסין *קורות חיים של אינה | דימון"			No Image	-מכתבים קצרים אל פרופ' קוריין מאת ארתור בירם.					נרשם ב 11.10.2012-	כרטיס 5 מתוך 5	נילי דוידסון		2012.747		אינה דימון ,הבת ,פסגת אחוזה ,חיפה		7310,7311,7312
G-F-0251	G.F.0251	שרון אריקה	Sharon Erika										No Image														1096
G-F-0252	G.F.0252	אלרן קלרה & הרמן											No Image														1097
G-F-0253	G.F.0253	יעקבי רוחמה & שלמה								שלמה יעקבי תרגם את ספר הילדים שאמו הקריאה לו | מגרמנית לעברית.			No Image	הספר תורגם מגרמנית לעברית תוך שימוש בציורים					נרשם ב 18.06.2012-		נילי דוידסון		2005.322		שלמה יעקבי ,חיפה	הספר מוצג בתערוכת החינוך מ.2009-	1098
G-F-0254	G.F.0254	מלה ריכרד	Male Richard	תעודות אישיות						רפאל לוינזון העביר את החומר מעיזבון דודו עם מכתב | מלווה ,מתויק בתיקיית המכתבים. | קטגוריות: | .1 הרייך השלישי | .2 תעודות אישיות			No Image	3 -מסמכים / תעודות יושר ,שהונפקו ב 1938-בפרנקפורט					נרשם ב 27.04.2011-		נילי דוידסון		2011.679		רפאל לוינזון ,אחיין ,רמת גן		6967
G-F-0255	G.F.0255	רפאל זאב	Rephael Zeev										No Image														1110
