accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0442	G.F.0442	לונטל מניה	Lonthal Manja	ספר / ביוגרפיה כפי שנשקפת מהמכתבים				מקור	Original	"עמוס לויטל הוציא לאור ספר בעברית עם הכותרת ""מניה | לונטל לבית בורנשטיין ,מכתבים  .""1936-1946 מניה | לונטל ,אמו ,1913-2000 ,פולין .בילדותה הגרה עם הוריה | לברלין .בשלטון הנאצי ,עלתה מניה לארץ ,הוריה גורשו | חזרה לפולין. | קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 ציונות | .4 הגירה | .5 התיישבות | .6 מלח""ע II | .7 פוליטיקה *קומוניזם *סוציאליזם *מלחמת האזרחים | בספרד | .8 מכתבים"			No Image	"הספר עם הכותרת"" :מניה לומטל לבית בורנשטיין,"					נרשם ב 01.12.2011-	כרטיס 1 מתוך 1	נילי דוידסון		2011.717		עמוס לויטל ,הבן ,מעוז חיים		7124,7125
G-F-0444-1	G.F. 0444 / 1	מנהיימר הנס חנן	Mannheimer Hans Chanan	תולדות משפחת מנהיימר & העיר וורמס				מקור ,העתק ,הדפסה ,תרגום לעברית	Original, Copy, Translation to Hebrew	"הנס חנן מנהיימר יליד 1912 בוורמס ,Wormsצאצא | למשפחה יהודית שחיה בוורמס מהמאה ה.17- | האב ,ריכרד מנהיימר ,1877-1937 ,חייל במלח""ע  ,Iנולד | ונפטר בוורמס. | האם ,אלה לבית זאאורבך , Ella Sauerbach1889-1941 | נולדה במיינץ ,נספתה בשואה ,בריגה. | ההורים נישאו ב.1911 - | אחותו אילזה  ,Ilseילידת .1919 | האב עבד בבית הדפוס המשפחתי ,שנוסד ב 1852-עד | ליום שהנאצים הלאימו אותו. | הנס מנהיימר עבר הכשרה בגננות לקראת עלייתו לארץ. | בארץ חי כל חייו בגליל ים. | הנס מנהיימר נשא את לידי לבית קצנברג Liddy | Kazenbergלאישה ,בגרמניה. | ב 1943-נשא לאישה את פרידה עליזה לבית דלטוצקה. | קטגוריות: | .1 תעודות אישיות | .2 תולדות משפחה *אילנות יוחסין | .3 קהילה | .4 מנהגים | .5 תמונות"			No Image	מסמכים שתורגמו והודפסו בעברית:					נרשם ב 14.02.2012-	כרטיס 1 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק	חומרים נוספים נמצאים: | .1 במוזיאון קרית ביאליק | .2 בארכיון קיבוץ גליל-ים	7130,7131,7132
G-F-0444-2	G.F. 0444 / 2	מנהיימר הנס חנן	Mannheimer Hans Chanan	מאמרים ,הרצאות ,נאומים				מקור ,העתק ,הדפסה	Original, Copy, Printing	"האסופה בתיק מלמדת על מישורי ההתעניינות והעשיה | של הנס חנן מנהיימר .גישתו חיובית וחיונית כלפי תושבי | וורמס ,הגרמנים של ""היום"" .הוא מבקר בעיר מספר | פעמים ומנצל את ביקוריו להסברה והעברת ידע היסטורי- | יהודי ,ידע והסברה על ישראל ועל בעיותיה .הוא רוכש חוג | ידידים בוורמס איתם הוא מתכתב ,שולח אליהם מאמרים | וכתבות ,שמתייחסים ליחסי נוצרים יהודים ,פילוסופיה, | מדעי הדת ,מצבה של ישראל לאור הטרור היהודי ועוד. | קטגוריות: | .1 כתיבה אישית | .2 היסטוריה *יהודי וורמס | .3 התיישבות *גליל ים | .4 מדעי הרוח *פילוסופיה *דת | .5 תולדות משפחה *משפחת מנהיימר | .6 יחסים יהודים וגרמנים | .7 חברה *ישראל:קבורה של חיילים לא יהודים ,טרור | יהודי ,אילוץ לכשרות."			No Image	-טיוטת נושאים ,שהכין הנס מנהיימר להרצאה בוורמס					נרשם ב 16.02.2012-	כרטיס 2 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק	חומרים נוספים נמצאים: | .1 במוזיאון קרית ביאליק | .2 בארכיון קיבוץ גליל-ים	7169,7170,7171,7172,7173
G-F-0444-5	G.F. 0444 / 5	מנהיימר הנס חנן	Mannheimer Hans Chanan	מכתבים אל הנס ועליזה ,שנות 30-80 למאה ה 20-				מקור	Original	"קטגוריות: | .1 התכתבות | .2 הרייך השלישי | .3 הגירה *לפלשתינה ,לארגנטינה | .4 התיישבות *גליל-ים ,קבוצת בחרות  -שכונת בורוכוב | .5 משפחה *התכתבות חנן & עליזה רעייתו | .6 יחסי יהודים וגרמנים *ביקור רשמי של חנן בוורמס - | התכתבות עם ד""ר שלסר וברג | .7 ארץ ישראל *ההישגים והבעיות עפ""י חנן מנהיימר | .8 מלחמות ישראל *מלחמת לבנון השנייה | .9 פוליטיקה *פנים ישראלית ,במכתבי הנס מנהיימר | .10 חברה *בישראל"		נוישטדט .Neustadtגרמניתהדפסה וכתב יד	No Image	-מכתב אל הנס מאת מקס ונלי לוי ,חיפה .בין היתר:					נרשם ב 06.05.2012-	כרטיס 5 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7222,7223,7224,7225,7226,7227
G-F-0444-6	G.F. 0444 / 6	מנהיימר הנס חנן	Mannheimer Hans Chanan	מכתבים אל הנס מנהיימר מהאם אלה				מקור	Original	"אלה מנהיימר 1889-1941 | אחרי מות הבעל ,ריכרד מנהיימר ,ב 1937-ועליית הבן, | הנס ,לפלשתינה ,חודשיים אחרי מות האב ,נשארות האם | אלה והבת אילזה בגרמניה. | המכתבים הם עדות למצוקה האישית ,הנפשית ,החברתית | והכלכלית ,של אלה מנהיימר בין השנים .1937-1941 | אלה מנהיימר מתגלית כאישה חזקה ובעלת תושיה, | שאינה נרתעת מעבודת כפיים קשה .געגועיה לבן ,הנס, | בפלשתינה,רצונה העז להוציא את בתה ,אילזה ,מגרמניה | ותקותה להתאחד עם ילדיה מחדש ,הם נושאים שחוזרים | ונשנים במכתביה הארוכים והמפורטים .אלה מנהיימר | זכתה לראות את יציאת הבת לפלשתינה אך היא עצמה | לא הצליחה לצאת את גרמניה ,ניספתה במחנה בריגה, | .1941 | קטגוריות: | .1 הרייך השלישי | .2 מלח""ע II | .3 משפחה | .4 קהילה *וורמס | .5 הגירה | .6 חברה *מוזיקה"			No Image	אוסף מכתבים גדול ,שהנס חנן ,פלשתינה ,מקבל מאמו,					נרשם ב 21.10-29.10.2012-	כרטיס 6 מתוך 7	נילי דוידסון		2011.720		נעמי צעירי ,הבת ,קרית ביאליק		7236,7237,7238,7239,7240,7241,7242,7243,7244,7245,7246,7247,7248,7249,7250,7251
G-F-0445	G.F.0445	בלום הארי	Blum Harry	"ספר / חוברת ""המכתבים של משפחת בלום מווינה בזמן"				מקור	Original	גברת יהודית גופר יזמה את תרגומם של המכתבים | מעיזבון הסבא ,הארי בלום ,לעברית ,ערכה תחקירים | בגרמניה ובעזרתם של מתנדבים ערכה והוציאה לאור את | הספר. | מקור משפחת בלום באוסטריה. | ידע נוסף ראה בנושא מורחב. | קטגוריות: | .1 תולדות משפחה *בלום *רוזנפלד *קורניצר | .2 שואה *ילדי לה-גט | .3 מחנות מעצר *בצרפת | .4 אילן יוחסין בתחילת הספר | .5 עליית הנוער *בית ביי בשוייץ | .6 עליה			No Image	* הארי בלום גורש מוינה ונכלא בדכאו משם שוחרר					נרשם ב 18.12.2011-		נילי דוידסון		2011.721		יהודית גופר ,הנכדה ,נס ציונה.		7148,7149
G-F-0446	G.F.0446	פירסט רות & ולטר		"ספר "" רות וולטר פירסט -סיפור חיים"""						קטגוריות: | .1 תולדות משפחה | .2 הגירה *משפחת וייל ביוגוסלביה ואיטליה | .3 עליה | .4 הכשרה | .5 התיישבות *מולדת ,חומה ומגדל * שדמות דבורה.	62	2010	No Image	בספר מסופרים זיכרונותיו של ולטר פירסט ,יליד ,1911	הוצאה לאור אלבום פלוס				נרשם ב 29.02.2012-		נילי דוידסון		2012.723		אביבה פירסט-בריט ,הבת ,חיפה		7174,7175
G-F-0449	G.F.0449	יוגב מרים	Jogev Miriam	"ספר ""מכתבים מעליית הנוער ""1939-1940"				מקור	Original	מרים יוגב לבית פייבלמן ,ילידת 1922 בברלין .עלתה | לארץ עם עליית הנוער ב .1939-המכתבים שכתבה | להוריה בגרמניה נשמרו אצל ההורים וחזרו אליה ברבות | השנים .מרים תרגמה אותם לעברית וערכה אותם לספר | בליווי תמונות משפחתיות מגרמניה ומפלשתינה. | קטגוריות: | .1 הרייך השלישי | .2 עליית הנוער | .3 הכשרה | .4 התיישבות | .5 נוער | .6 משפחה | .7 חינוך | .8 חקלאות			No Image	"מרים נולדה בברלין ב .1922-למדה בביה""ס היהודי"					נרשם ב 29.03.2012-		נילי דוידסון		2012.729		מרים יוגב ,גדרה		7192,7193
G-F-0459-1	G.F. 0459 / 1	נחמני עדי & ז'ני		מכתבים מאת אדי נחמני אל ז'ורז' פפה ,סוף שנות ה 20-				מקור	Original	תוכן המכתבים מתייחס ברובו לעשייה הציונית ובעיותיה | בגרמניה בכלל ובדנציג בפרט  -אגודות ,תנועות נוער, | קבוצות ,הכשרות ,עלייה. | המכתבים כתובים גרמנית .אדי משתמש לעיתים במושגים | וכתיב עברי .כמו כן הוא משתמש בקיצורים )אז נהירים | לכל( של תנועות יהודיות ציוניות ואחרות .רשימת | הקיצורים: | J.J.W. B ;Z.V.f.D | קטגוריות: | .1 ציונות *ורוויזיוניזם | .2 חברה *יקים ואוסיודן | .3 פוליטיקה | .4 נוער | .5 תנועות נוער | .6 הכשרה | .7 ציונות			No Image	26.12.1928 -אדי כותב מדנציג .בין היתר :מדווח על					נרשם ב 09.12.2012-	כרטיס 1 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	"על פעילותן של תנועות הנוער הציוני בדנציג ,ראה בספרייה העברית של המוזיאון את הספר ""יהודי דאנציג ""1840-1943 מאת אליהו שטרן .הספר תחת האות 'ש' .בספר מוזכרים ,בין היתר, | ז'ורז' פפה ועדי נחמנסון .הספר יצא לאור ב.1983-"	7353,7354,7355,7356,7357
G-F-0459-2	G.F. 0459 / 2	נחמני עדי & ז'ני		אדי )עדי( כותב אל ז'ורז' בציריך .עברית 1937				מקור	Original	"אדי )אדי נחמנזון / עדי נחמני( ,1911-1992 נולד בדנציג. | סביו הגיעו לדנציג ממזרח אירופה. | עלה לארץ ב.1935- | ז'ורז פפה )פפה-פלטי(  ,1912-1961 יליד דנציג .בן | למשפחה יהודית אמידה ,שמקורה במזרח אירופה .השניים | מכירים מילדותם בדנציג וההיכרות היא גם בין הורי | השניים .שניהם חברים בפלוגת ""שער הנגב"" בגדרה. | אדי כותב את מכתביו מתל יוסף ,שם הוא משתתף | במסלולו לימודים ,סמינריון ,לרכישת השכלה בשאלות: | סוציאליזם ותנועת הפועלים בארץ .ההרצאות ניתנות ע""י | צמרת הישוב ביניהם :לויטה ,ברש ,בן גוריון. | ז'ורז' וגיטה נמצאים בציריך .ז'ורז' מחלים ממחלה קשה | )ככל הנראה מחלת לב( ,גיטה לומדת מוזיקה .במקביל | לשהותם בציריך ,נערך שם הקונגרס הציוני ה.20- | במרכז המכתבים עומדים נהושאים: | * חלוקה הארץ בין יהודים וערבים עפ""י ועדת פיל. | * ליכויים בתפקוד ההסתדרות | * הקונגרס ה 20-בציריך  -ההצבעה בנושא חלוקת הארץ | * קשייהם של המתיישבים ,חוסר עבודה ,רעב ,דיכאון. | קטגוריות: | .1 פלשתינה | .2 התיישבות | .3 ציונות | .4 פוליטיקה *בישוב | .5 חברה *בפלוגות ובקיבוצים | .6 כלכלה *קשיי מחיה בישוב | .7 פילוסופיה *על דרך הציונות וההתיישבות | .8 הנושא הערבי | .9 קונגרס ציוני *ה 20-בציריך"			No Image	-מידע בעברית ,הדפסה ,ששלחה רחל נחמני-גליק,					נרשם ב 13.11.2012 & 08.11.2012-	כרטיס 2 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	*בקונגרס הציוני ה ,1937 ,20-ציריך ,נדחתה תכנית החלוקה של ועדת פיל. | *הוריו של אדי/עדי בדנציג | -חומרי ארכיון נוספים שמורים בארכיון של גבעת חיים.	7304,7305,7306,7307,7308
G-F-0459-3	G.F. 0459 / 3	נחמני עדי & ז'ני		התכתבות בעברית בין אדי וז'ורז' ,1938-1954 דוחות				מקור	Original	"קטגוריות: | .1 עזרה הדדית *להוצאת יהודים מגרמניה | .2 התיישבות *דוחות מזכיר הקיבוץ | .3 חקלאות | .4 כלכלה *""התחרות"" על מקומות עבודה | .5 הרייך השלישי *משפחת יהודה דויטש בוינה *הבאת | ההורים לארץ. | .6 חברה *היחסים בפלוגה/קיבוץ | .7 שואה"			No Image	-ללא תאריך ,מכתה מז'ורז' אל אדי .המכתב נכתב מתוך					נרשם ב 22.11.2012 & 14.11.2012 & 13.11.2012-	כרטיס 3 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	הסבר לשמות הישובים שמופיעים במכתבים כפי שהתפרסו בעת כתיבת המכתבים: | * קיבוץ )הפלוגה( שער הנגב היה ממוקם מדרום לגדרה. | *  1937 כפר סאלד )סולד( בנגב  -מאוחר יותר חפץ חיים | *  1942 קיבוץ כפר סאלד עלה למקום הקבע בגליל העליון	7337,7338,7339,7340,7341,7342,7343,7344
G-F-0459-4	G.F. 0459 / 4	נחמני עדי & ז'ני		מכתבים אל אדי & ז'ני מאנשים שונים				מקור ,העתק	Original, Copy	קטגוריות: | .1 ציונות *סוציאליסטית ורוויזיוניסטית | .2 התיישבות *קשייהסתגלות לחיים בקיבוץ			No Image	19.2.1938 -מכתב אל אדי מאת זיגא .השניים השתתפו					נרשם ב 27.01.2013 & 26.11.2012-	כרטיס 4 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7349,7350,7351
G-F-0459-5	G.F. 0459 / 5	נחמני עדי & ז'ני		מכתבים שכותב אדי אל ז'ני ,גרמנית 1967-1941 ,				מקור	Original	"ז'ני נחמני לבית גולדברג ,1913-2011 נולדה בהמבורג. | הוריה היגרו מבוצ'אץ' )גליציה-פולין( להמבורג .לז'ני אח | מבוגר ממנה ,מקס ,ואחות לוטי/לאה ,גם היא מבוגרת | ממנה .המשפחה היה מבוססת למדי ,הבית מסורתי | ופשרני. | בגיל  10 הצטרפה ז'ני לתנועת הנוער הציוני ,עברה | הכשרה וב 1934-עלתה לארץ .על עדי כבר שמעה | בגרמניה בגלל פעילותו הציונית .השניים נפגשו בארץ | ב""שער הנגב"" ע""י גדרה. | הוכשרה בארץ כאחות ומיילדת .פרטים נוספים בתיק - | כפי שנכתבו ע""י הבת ,רחל נחמני-גליק. | קטגוריות: | .1 חברה *הבראה בירושלים | .2 ציונות *הקונגרס הציוני בציריך 1937 | .3 פוליטיקה *בריטניה מתירה עלייה לארץ | .4 כתיבה אישית *דקלומים ושירים שנשלחים בין בני הזוג | .5 התיישבות *לדרכו של הקיבוץ | .6 מנהגים *כבוד המת והקבורה"			No Image	-דברים שכתבה רחל נחמני-גליק על אמה ,ז'ני נחמני						כרטיס 5 מתוך			2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7369,7370,7371,7372
G-F-0459-6	G.F. 0459 / 6	נחמני עדי & ז'ני		מקס גולדברג ,אחיה הבכור של ז'ני נחמני ובני המשפחה						"מקס גולדברג,יליד ,1903-1988 בהמבורג. | בעת פרוץ מלחמת העולם השנייה היה סטודנט למשפטים | בצרפת ,גוייס לליגיון הזרים הצרפתי ושרת בלבנון. | לוטי היימן ,אחותה של ז'ני ,נשואה לרודי )רודולף( היימן. | הזוג היימן חי בספרד בעת מלחמת האזרחים ותמך | ברפובליקנים ,דבר שברבות הימים יהיה להם לרואץ - | מצוף דף עם הסבריה של המפקידה ,רחל נחמני-גליק. | קטגוריות: | .1 הגירה | מלח""ע II | .3 צבא *מקס חייל בליגיון הצרפתי ,משרת בבירות | .4 עלייה | .5 משפחה *סכסוך במשפחה בגלל כתיבתו של ספר | )לוטי & בוב (Bob"		.(Robert Kalmהמכתבים נשלחים מליסבון	No Image	-מידע שכתבה רחל לחמני-גליק על דודה ,אח אמה,					31.12.2012 & 27.12.2012	כרטיס 6 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7396,7397,7398
G-F-0459-9	G.F. 0459 / 9	נחמני עדי & ז'ני		מכתבים מאת ז'ורז' אל נחמיה ,פוני ,מנחם ויעקב -1933				מקור	Original	קטגוריות: | .1 התכתבות | .2 ציונות | .3 התישבות | .4 ארגונים | .5 נוער | .6 חברה ופנאי *מתחים בין חברי הקיבוץ  -ראה מכתב | * 19.5.1935 הקמת ספרייה *רכישת צ'לו פסנתר ותווים.			No Image	,5.2.1933 -ברלין .ז'ורז' כותב לנחמיה בעינייני כספים					נרשם ב 14.04.2013-	כרטיס 9 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7415,7416,7417,7418
G-F-0461	G.F.0461	דורקם יואל	Dorkam-Dispeker Joel	"ספר ""בין דבש לעוקץ ,הבזקים בצדי הדרכים"""						קטגוריות: | .1 ביוגרפיה | .2 כתיבה אישית | .3 תולדות המשפחה | .4 משפחה | .5 עלייה | .6 הגירה | .7 תנועות הנוער | .8 העפלה | .9 אנטישמיות | .10 מלחמת העולם הראשונה | .11 מלחמת העולם השנייה | .12 מלחמות ישראל | .13 צבא | .14 עיתונות | .15 יחסי יהודים גרמנים | .16 פעילות תרבותית			No Image	זיכרונות של האב זיגמונד דיספקר ויומנה של האם,					נרשם ב 18.11.2012-		לאה		2012.758		"יואל דרקום ,הבן ,פלמ""ח-צובה"		7346,7347
G-F-0462	G.F.0462	קראפט	Kraft	קורות משפחת קראפט				העתק ,הדפסה ,תרגום לעברית	Copy, Printing, Translation to Hebrew	"החומר התקבל באמצעות הדואר. | תורגם ככל הנראה מגרמנית לעברית סה""כ  15 עמודים. | קטגוריות: | .1 המאה ה 18- | .2 המאה ה 19- | .3 קהילות | .4 תעשייה *תעשיית עץ *תעשיית טקסטיל | .5 מסחר | .6 אילן יוחסין"			No Image	"כותרת החומר הכתוב ""שושלת קראפט משלוכאו""."					נרשם ב 13.12.2012-		נילי דוידסון		2012.765		יונתן איתן		7390,7391,7392
G-F-0466	G.F.0466	קרויאנקר גוסטב & אדית		ספר :מגרמניה למולדת חדשה / גוסטב ואדית קוריאנקר -						בספר מתוארת פעילותו העניפה של גוסטב קרויאנקר | 1891-1945 בגרמניה ובארץ ושל רעיתו אדית 1905-1992 | במסגרת עבודתה כשופטת. | קטגוריות: | .1 תולדות משפחה | .2 ביוגרפיה | .3 מסחר *מפעל לנעליים בגרמניה | .4 המאה ה 19- | .5 ציונות | .6 הגירה			No Image	גוסטב קרויאנקר עבד תחילה אחרי לימודיו במפעל					נרשם ב 25.02.2013-		נילי דוידסון		25.02.2013		דוד קרויאנקר ,הבן ,תל אביב		7423,7424
G-F-0469	G.F.0469	ברנהרד & אתאי											No Image										2013.769		חנן אתאי ,בן ונכד ,קיבוץ דן		7427
G-F-0470-10	G.F. 0470 / 10	הילזן & נאמן		מכתבים שכותב יוליוס הילזן אל אמו -ראשית המאה ה 20-				מקור ,הדפסה	Original, Printing	"יוליוס הילזן כותב לאמו בדרכו לחפירות במילטוס ,אסיה | הקטנה ,ומשתף אותה בחוויותיו. | המכתבים הודפסו בשפת המקור ,גרמנית ע""י מרים פולין. | סוכמו בעברית ע""י נילי דוידסון."			No Image	28.9.1901 -יוליוס כותב אל אמו מקונסטנטינופול .בין					נרשם ב 30.03.2013-	כרטיס 10 מתוך 10			2013.774		תמי ,הנכדה & חגי אלכסנדר ,נאות מרדכי		7458,7459,7460
G-F-0472	G.F.0472	שלמן רוזנברג מיכל	Shalman Rozenberg Michal	"""ספר ביוגרפי"" :הגדה של עיר ,אגדה של ילדות"						"מיכל שלמן רוזנברג ,ילידת טבריה.1943 , | אמה ,אחות ,ילידת גרמניה ,אביה ,רופא נשים ,יליד רוסיה. | בספרה היא מתארת את טבריה של ימי נערותה תוך | התייחסות לאנשים ומשפחות שליוו את נערותה והשאירו | חותמם על טבריה של לפני מלחמת השחרור ואחריה. | הטקסט מלווה בתמונות ומסמכים. | איזכור רב לבי""ח שוייצר ,ביה""ח הסקוטי ,בי""ח פורייה - | ולצות הרפואי  /סיעודי. | קטגוריות: | .1 חברה *בטבריה | .2 רפואה *בתי חולים בטבריה והצוות. | .3 ביוגרפיות | .4 תולדות משפחה"			No Image						נרשם ב 07.04.2013-		נילי דוידסון		2013.782		מיכל שלמן רוזנברג ,קריית טבעון	עותק שני של הספר נמצא בספרייה העברית תחת האות 'ש' מס .קטלוגH.B.0560 :	7463,7464
