accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-B-1359	G.B.1359	קרפל קלאוס	Kreppel Klaus		Israels fleissige Jeckes			12 ביוגרפיות קצרות של בעלי עסקים בנהריה | Dr. Klaus Kreppel | Zwölf Unternehmerprotraits deutschsprachiger Juden aus | Nahariya			198	2002	No Image		Bielefeld			ביוגרפיות	ביוגרפיות K /		נילי דוידסון				"ד""ר קלאוס קרפל ,קיפנהיים ,גרמניה"		2447
G-B-1360	G.B.1360	קורן סלומון	Korn Salomon		Geteilte Erinnerung						280	1999	No Image		Philo			חברה	חברה K /		נילי דוידסון						2448
G-B-1361	G.B.1361	קלוגר רות			Weiter leben - Eine Jugend						283	1994	No Image		Deutsche Taschenbuch verlag			ביוגרפיות  /שואה	ביוגרפיות K /		נילי דוידסון						2449
G-B-1362	G.B.1362	כוכבי חוה	Kochavi Chava								68	1993	No Image		Institut für Geschichte der Juden in Österreich			ביוגרפיות  /שואה	ביוגרפיות K /		נילי דוידסון		2003.258		חוה כוכבי )המחברת( ,קיבוץ דורות		2450
G-B-1363	G.B.1363	קפר זיגפריד	Kapper Siegfried		Prager Ghetto Sagen						96	?	No Image		Jakob Brandeis ,Prag			פרוזה	פרוזה K /		נילי דוידסון						2451
G-B-1364	G.B.1364	קלרמן ברנהרד	Kellermann Bernhard		Ein Spaziergang in Japan						272	1920	No Image                                               מהדורה 3		Paul Cassirer ,Berlin			פרוזה	פרוזה K /		נילי דוידסון						2452
G-B-1365	G.B.1365	קפקא פרנץ	Kafka Franz		Gesammelte Schriften - Band II						315	1935	No Image		Schocken			פרוזה	פרוזה K /		נילי דוידסון						2453
G-B-1366	G.B.1366	קפקא פרנץ	Kafka Franz		Gesammelte Schriften - Band III						287	1935	No Image		Schocken			פרוזה	פרוזב K /		נילי דוידסון						2454
G-B-1367	G.B.1367	קפקא פרנץ	Kafka Franz		Gesammelte Schriften - Band V						336	1936/37	No Image		Schocken			פרוזה	פרוזה K /		נילי דוידסון						2455
G-B-1368	G.B.1368	קפקא פרנץ	Kafka Franz		Eine Biographie						287	1937	No Image		Schocken			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2456
G-B-1369	G.B.1369	קלטצקין יעקב	Klatzkin Jakob		Probleme des modernen Judentums						193	1918	No Image		Jüdischer Verlag ,Berlin			מדעי היהדות	מדעי היהדות K /		נילי דוידסון						2457
G-B-1370	G.B.1370	קליינקה פאול	Kleinecke Paul		Gobineau's Rassenphilosophie			Dr. Kleinecke Paul			84	1902	No Image		Hermann Walther Verlagsbuchhandlung			פילוסופיה	פילוסופיה K /		נילי דוידסון		2000.042		מיקי יונגמן ,הבן ,גילון	"אקסליבריס :ד""ר מקס יונגמן  /ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	2458
G-B-1371	G.B.1371	קון הנס	Kohn Hans		Martin Buber sein Werk und seine Zeit						411	1929	No Image		Verlag von Jakob Hegner in Hellerau			פילוסופיה	פילוסופיה K /		נילי דוידסון					אקסליבריס:עזבון חנן הנדל 1887-1970 | Exlibris: Aus dem Nachlass von Chanan Hendel	2459
G-B-1372	G.B.1372	קרלר דיטריך-היינריך	Kerler Dietrich-Heinrich		Jeneseits von Optimismus und Pessimismus			Versuch einer deutung des Lebens aus den Tatsachen | einer impersonalistischen Ethik			80	1914	No Image		Henrich Kerler Verlags-Konto ,Ulm			פילוסופיה	פילוסופיה K /		נילי דוידסון					אקסליבריס:עזבון חנן הנדל 1887-1970 | Exlibris: Aus dem Nachlass von Chanan Hendel	2460
G-B-1373	G.B.1373	קינצלי ארנולד						… dargestellt am Leben und Denken Kierkegaards			290	1948	No Image                                               מהדורה 3 - 1 :אלף		Rascher Verlag ,Zürich			פילוסופיה	פילוסופיה K /		נילי דוידסון					אקסליבריס:עזבון חנן הנדל 1887-1970 | Exlibris: Aus dem Nachlass von Chanan Hendel	2461
G-B-1374	G.B.1374	קנטצנבך פרידריך וילהלם	Kantzenbach Friedrich Wilhelm		Schleiermacher						179	1967	No Image		Rowohlt			פילוסופיה	פילוסופיה K /		נילי דוידסון					אקסליבריס:עזבון חנן הנדל 1887-1970 | Exlibris: Aus dem Nachlass von Chanan Hendel	2462
G-B-1375	G.B.1375	קרמר הלמוט	Kramer Helmut								40	2000	No Image		WMIT Druck und Verlag			חברה  /משפט	חברה K /		נילי דוידסון						2463
G-B-1376	G.B.1376	קריגר מארן						צילומים מחיי ברלין בעבר			146	?	No Image		Berlin Museum ,Abteilung Jüdisches Museum			חברה  /צילום	חברה K /		נילי דוידסון						2464
G-B-1377	G.B.1377	היינה היינריך	Heine Heinrich		Heinrich Heine in Jerusalem - Internationale Konferenz			Hrsg.: Naomi Kaplansky & Elisheva Moatti | & Itta Shedletzky			227	2006	No Image		Hoffmann und Campe			ביוגרפיות  /פרוזה	ביוגרפיות H /		נילי דוידסון					הספר יצא לאור בעקבות כנס בינלאומי שנערך המשכנות שאננים בירושלים ב 2001-	2465
G-B-1378	G.B.1378	תויטס ג'ון אנתוני	Thwaites John Amtony		Ich hasse die moderne Kundt			mit 27 ein - und mehrfarbigen Abbildungen			127	1960	No Image		Ullstein Bücher			אמנות	אמנות T /		נילי דוידסון						2466
G-B-1379	G.B.1379	קוטנר ברנהרד	Kuttner Bernhard					ספר בעיקר לילדים			72	1920	No Image		J .Kauffmann Verlag ,Frankfurt a .M			חינוך נוער וספורט	חינוך נוער וספורט K /		נילי דוידסון						2467
G-B-1380	G.B.1380	קמינקא ארמנד גדעון	Kaminka Armand Gideon		Schwieriges Israel - Erinnerungen 1935-1979						195	1980	No Image		Judaica Verlag ,Zürich			ביוגרפיות	ביוגרפיות K /		נילי דוידסון		2005.305		מיכל כצנלסון ,תל אביב		2468
G-B-1381	G.B.1381	קשתי-קרוך יהודית	Kashti-Kroch Judith								140	1993	No Image		Sachsenbuch Verlag ,Leipzig			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2469
G-B-1382	G.B.1382	קלקו מאשה	Kaleko Mascha								78	1978	No Image		Rowohlt Verlag			שירה	שירה K /		נילי דוידסון						2470
G-B-1383	G.B.1383	קנובלוך היינץ	Knobloch Heinz		Herr Moses in Berlin			Ein Menschenfreund in Preussen - Das Leben des Moses | Mendelssohn			379	?	No Image		Das Arsenal in Berlin			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2471
G-B-1384	G.B.1384	כץ ריכרד	Katz Richard					הספר על האיים האינדונזיים עם תמונות ומפה			238	1930	No Image		Im Ullstein Verlag ,Berlin			פרוזה	פרוזה K /		נילי דוידסון					אקסליבריס :מעיזבון לוטה ואריך ויטקובסקי ,כפר סבא | Exlibris: Aus dem Nachlass von Lotte und Erich Witkowsky	2472
G-B-1385	G.B.1385	קלוגה מנפרד	Kluge Manfred								94	1981	No Image		Wilhelm Heyne Verlag ,München			פרוזה	פרוזה K /		נילי דוידסון					אקסליבריס :מעיזבון לוטה ואריך ויטקובסקי ,כפר סבא | Exlibris: Aus dem Nachlass von Lotte und Erich Witkowsky	2473
G-B-1386	G.B.1386	קובלר פרנץ	Kobler Franz		Juden und Judentum in deutschen Briefen aus 3			Hrsg.: Kobler Franz			415	1935	No Image		Saturn Verlag ,Wien			היסטוריה יהודית	היסטוריה יהודית K /		נילי דוידסון						2474
G-B-1387	G.B.1387	קון הנס	Kohn Hans		Das Zwanzigste Jahrhundert						254	1950	No Image		Europa Verlag ,Zürich ,Wien ,Konstanz			היסטוריה יהודית	היסטוריה יהודית K /		נילי דוידסון					אקסליבריס:עזבון חנן הנדל 1887-1970 | Exlibris: Aus dem Nachlass von Chanan Hendel	2475
G-B-1388	G.B.1388	קלנבנץ הרמן	Kellenbenz Hermann		Sozial und Wirtschaftsgeschichte - Sefardim an der						606	1958	No Image		Franz Steiner Verlag ,Wiesbaden			היסטוריה יהודית	היסטוריה יהודית K /		נילי דוידסון						2476
G-B-1389	G.B.1389	קון הנס	Kohn Hans		Die Idee des Nationalismus						573	1962	No Image		S .Fischer Verlag			פוליטיקה	פוליטיקה K /		נילי דוידסון						2477
G-B-1390	G.B.1390	קדה פרנץ	Kade Franz		Versuchsarbeit in deutschen Landschulen			Prof. Dr. Kade Franz			281	1932	No Image		M .Diesterweg Verlag ,Frankfurt			חינוך נוער וספורט	חינוך נוער וספורט K /		נילי דוידסון						2478
G-B-1391	G.B.1391	קיש גוידו	Kisch Guido					Hrsg.: Kisch Guido			441	1963	No Image		B .Mohr Verlag ,Tübingen			חינוך נוער וספורט	חינוך נוער וספורט K /		נילי דוידסון						2479
G-B-1392	G.B.1392	קלטצל כ.צ.									52	1984	No Image		Verlag Verein Hamburgischer Geschichte			חינוך נוער וספורט	חינוך נוער וספורט K /		נילי דוידסון						2480
G-B-1393	G.B.1393	קאופמן פריץ מרדכי	Kaufmann Fritz Mordechai								100	1920	No Image		Jüdischer Verlag ,Berlin			שירה	שירה K /		נילי דוידסון						2481
G-B-1394	G.B.1394	קאהן בנימין	Kahn Benjamin								57	?	No Image		Art Institut Orell Füssli ,Zürich			דרמה	דרמה K /		נילי דוידסון						2482
G-B-1395	G.B.1395	קירשהולטס הנס-דיטר	Kirchholtes Hans-Dieter		Cassela und die Weinbergs			Hoffnung und Tragik einer jüdischen Industriellenfamilie			32	1997	No Image		Frankfurter Sparkasse			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2483
G-B-1396	G.B.1396	קרמר גרהרד	Kramer Gerhard		Salomon Heine in seiner Zeit						22	1968	No Image		Hans Christian Verlag ,Hamburg			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2484
G-B-1397	G.B.1397	קון הנס	Kohn Hans								72	1962	No Image		J.C.B .Mohr Tübingen			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2485
G-B-1398	G.B.1398	קהלברג יוסף ה.	Kahlberg Josef H.								42	2002	No Image		Fördernverein Haus des Lebens			ביוגרפיות	ביוגרפיות K /		נילי דוידסון						2486
G-B-1399	G.B.1399	קיש אגון-ארווין	Kisch Egon-Erwin		Paradies Amerika						?	1952	No Image		Verlag für Fremdsprachige Literatur ,Moskau			פרוזה	פרוזה K /		נילי דוידסון						2487
G-B-1400	G.B.1400	קאופמן פריץ מרדכי	Kaufmann Fritz Mordechai								31	1919	No Image		Jüdischer Verlag ,Berlin			מדעי היהדות	מדעי היהדות K /		נילי דוידסון						2488
G-B-1401	G.B.1401	קסטיין יוסף	Kastein Josef								187	1934	No Image		Palestine Publishing Company ,Jerusalem			היסטוריה יהודית	היסטוריה יהודית K /		נילי דוידסון )תוך קטלוג גדעון בוטש(						2489
G-B-1402	G.B.1402	קסטיין יוסף	Kastein Josef								340	1932	No Image		Rowohlt Verlag ,Berlin			ביוגרפיות	ביוגרפיות K /		נילי דוידסון )תוך קטלוג גדעון בוטש(					אקסליבריס :מעזבון לאו וארנה בלוך | Exlibris: Aus dem Nachlass von Leo und Erna Bloch	2490
G-B-1403	G.B.1403	קסטיין יוסף	Kastein Josef		Wege und Irrwege - Drei Essays zur Kultur der						109	?	No Image		Edition Olympia ,Tel Aviv			פרוזה	פרוזה K /		נילי דוידסון )תוך קטלוג גדעון בוטש(						2491
G-B-1404	G.B.1404	קון ז.	Kohn S.		Neue Ghettobilder						250	?	No Image		Albert Unflat Verlag ,Leipzig			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2536
G-B-1405	G.B.1405	כץ אוטו	Katz Otto								203	1929	No Image		Universum-Bücherei für Alle ,Berlin			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2492
G-B-1406	G.B.1406	כץ ריכרד	Katz Richard		Begegnungen am Rio						241	1945	No Image		Eugen Rentsch Verlag ,Erlenbach-Zürich			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2493
G-B-1407	G.B.1407	קייזר רודולף	Kayser Rudolf		Kant						287	1935	No Image		Phaidon Verlag ,Wien			ביוגרפיות	ביוגרפיות K /		ילי דוידסון )תוך קטלוג גדעון בוטש(					"אקסליבריס :ד""ר מקס קרמר  /ראה תמונה | בG.B.0980- | Exlibris : Dr. Max Cramer & Jenny geb. Hess"	2494
G-B-1408	G.B.1408	קייזרלינג מ.	Kayserling M.		Moses Mendelssohn - sein Leben und sein Werk						569	1862	No Image		Hermann Mendelssohn Verlag ,Leipzig			פילוסופיה  /ביוגרפיה	פילוסופיה K /		נילי דוידסון )תוך קטלוג גדעון בוטש(						2495
G-B-1409	G.B.1409	כצנלסון זיגמונד	Kaznelson Siegmund		Juden im deutschen Kulturbereich - Ein Sammelwerk			Hrsg.: Kaznelson Siegmund			1078	1959	No Image		Jüdischer Verlag ,Berlin			היסטוריה יהודית	היסטוריה יהודית K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2496
G-B-1410	G.B.1410	קלנר לאון	Kellner Leon								67	1914	No Image		Selbstverlag des Herausgeber ,Czernowitz			מדעי היהדות	מדעי היהדות K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2497
G-B-1411	G.B.1411	קלנר ויקטור	Kellner Victor								?	?	No Image		?			חינוך נוער וספורט	חינוך נוער וספורט K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2498
G-B-1412	G.B.1412	קמפנר רוברט	Kempner Robert M.W.		Edith Stein und Anne Frank - Zwei von Hunderttausend			"die Enthüllungen über die NS-Verbrechen in Holand vor | dem Schwurgericht in München - Die Ermordung der | ""nichtarischen"" Mönche und Nonnen"			189	1968	No Image		Herder Verlag I.Br .Freiburg			ביוגרפיות  /שואה	ביוגרפיות K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2499
G-B-1413	G.B.1413	קר אלפרד	Kerr Alfred		Caprichos - Strophen des Nebenstroms						219	1926	No Image		I.M .Spaeth Verlag ,Berlin			שירה	שירה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2500
G-B-1414	G.B.1414	קר אלפרד	Kerr Alfred								380	1920	No Image		S.Fischer Verlag ,Berlin			פרוזה	פרוזה K /		נילי דוידסון )תוך קטלוג גדעון בוטש(						2501
G-B-1415	G.B.1415	קר אלפרד	Kerr Alfred								392	1920	No Image		S.Fischer Verlag ,Berlin			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2502
G-B-1416	G.B.1416	קר אלפרד	Kerr Alfred		O Spanien - Eine Reise						141	1924	No Image		S.Fischer Verlag ,Berlin			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2503
G-B-1417	G.B.1417	קיי אלן	Key Ellen		Rahel - Eine biographische Skizze						171	?	No Image		Edgar Tamm Verlag ,Halle a.S			ביוגרפיות	ביוגרפיות K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2504
G-B-1418	G.B.1418	קון הנס	Kohn Hans		Nationalismus und Imperialismus im vorderen Orient						455	1931	No Image		.Sicietäts-Verlag ,Frankfurt a.M			חברה	חברה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2535
G-B-1419	G.B.1419	קירשהולטס הנס-דיטר	Kirchholtes Hans-Dieter								79	1969	No Image		W .Kramer Verlag ,Frankfurt a.M			קהילות	קהילות F /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2506
G-B-1420	G.B.1420	קיש ברונו	Kisch Bruno		Naturwissenschaft und Weltanschauung			Festrede anlässlich des 25 järigen Bestehens des Vereins | für Natur- und Heimatkunde in Köln a. Rh.			67	1931	No Image		Johannes Ambrosius Bsrth Verlag ,Leipzig			מדעי הטבע	מדעים K /		ילי דוידסון )תוך קטלוג גדעון בוטש((						2507
G-B-1421	G.B.1421	קיש אגון-ארווין	Kisch Egon-Erwin		Hetzjagd durch die Zeit						359	1926	No Image		Erich Reiss Verlag ,Berlin			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2508
G-B-1422	G.B.1422	קיש אגון-ארווין	Kisch Egon-Erwin		Marktplatz der Sensationen						296	1948	No Image		Aufbau Verlag ,Berlin			פרוזה	פרוזה K /		ילי דוידסון )תוך קטלוג גדעון בוטש(						2509
