resource_template_label,item_set_id,resource_class_term,is_public,dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0047-014-R0001,IL-MTFN-001-G-F-0047-014,Photographs of German Postcards by Dr. Chajes to Dr. Alfred Landsberg,"תצלומי גלויות כתובות גרמנית מאת ד""ר חיות Chajes אל ד""ר אלפרד לנדסברג משנת 1915 ו-1925",Fotografien von Postkarten in deutscher Sprache von Dr. Chajes an Dr. Alfred Landsberg aus den Jahren 1915 und 1925,Photographs of postcards written in German by Dr. Chajes to Dr. Alfred Landsberg from the years 1915 and 1925,German|גרמנית,גלויה|Postcard|תצלום|Photograph,photography,original,,1915,1925,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0047-017-R0001,IL-MTFN-001-G-F-0047-017,Die Affaire/Fall Allemann,"מחזה ב-5 מערכות בגרמנית, מודפס, 30 דפים, שכותרתו : Die Affaire/Fall Allemann, תרגום:; פרשת אלמן. לתוכן: על רקע עליית הנאצים ב-1933 היהודי המומר Etha אתה, נידון בבית המשפט על אירוע של לשון הרע. היהודי הגרמני המושרש עושה תפנית, בורח, ועולה לישראל. המחזה נכתב ב-1933. אמנם אין חתימה על המחזה אבל ניתן להניח שכותב המחזה הוא אלפרד לנדסברג; בתיק 3 עותקים.","Ein Drama in 5 Akten auf Deutsch, gedruckt, 30 Seiten, mit dem Titel: Die Affaire/Fall Allemann, Übersetzung:; Der Fall Allemann. Inhalt: Vor dem Hintergrund des Aufstiegs der Nazis 1933 wird der konvertierte Jude Etha vor Gericht wegen Verleumdung angeklagt. Der verwurzelte deutsche Jude macht eine Wendung, flieht und wandert nach Israel aus. Das Drama wurde 1933 geschrieben. Obwohl das Drama nicht signiert ist, kann man annehmen, dass der Autor Alfred Landsberg ist; im Ordner befinden sich 3 Kopien.","A play in 5 acts in German, printed, 30 pages, titled: Die Affaire/Fall Allemann, translation:; The Allemann Affair. Content: Against the backdrop of the rise of the Nazis in 1933, the converted Jew Etha is tried in court for an incident of defamation. The rooted German Jew makes a turn, flees, and emigrates to Israel. The play was written in 1933. Although the play is unsigned, it can be assumed that the playwright is Alfred Landsberg; there are 3 copies in the file.",German|Hebrew,מחזה|Play,print,copy,Alfred Landsberg,1933,,,30
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-018-R0001,IL-MTFN-001-G-F-0047-018,Will of Fritz Berger and Marietta née Bernstein,"צוואתם של פריץ ברגר ורעיתו מרייטה לבית ברנשטיין Bernstein,; טיוטות שונות ששימשו לעריכת הצוואה, גרמנית.","Das Testament von Fritz Berger und seiner Frau Marietta geborene Bernstein; verschiedene Entwürfe, die zur Erstellung des Testaments verwendet wurden, Deutsch.","The will of Fritz Berger and his wife Marietta née Bernstein; various drafts used for drafting the will, German.",German,צוואה|Will,,draft,Fritz Berger,,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-018-R0002,IL-MTFN-001-G-F-0047-018,Two Different Wills,"שתי צוואות שונות במספר עותקים, גרמנית.","Zwei verschiedene Testamente in mehreren Exemplaren, Deutsch.","Two different wills in several copies, German.",German,צוואה|Will,,copy,,,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-018-R0003,IL-MTFN-001-G-F-0047-018,Documents for Will Changes,"מספר מסמכים לשינוים בצוואה, גרמנית.","Mehrere Dokumente zur Änderung des Testaments, Deutsch.","Several documents for changes to the will, German.",German,Will,,other,,,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-018-R0004,IL-MTFN-001-G-F-0047-018,Photograph of Power of Attorney Document,"צילום של מסמך ""ייפוי כוח"", שנותן פריץ לרעיתו מרייטה.","Fotografie eines Dokuments ""Vollmacht"", das Fritz seiner Frau Marietta gibt.","Photograph of a ""Power of Attorney"" document, given by Fritz to his wife Marietta.",Hebrew|עברית,ייפוי כוח|Power of Attorney,photography,copy,Fritz,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-020-R0001,IL-MTFN-001-G-F-0047-020,Partial Family Tree of the Pelz Family,אילן יוחסין (חלקי) של משפחת פלץ; 3 ניסיונות/טיוטות.,Teilweise Stammbaum der Familie Pelz; 3 Versuche/Entwürfe.,Partial family tree of the Pelz family; 3 attempts/drafts.,Hebrew,Draft,,draft,Pelz family,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-020-R0002,IL-MTFN-001-G-F-0047-020,Family Tree Photograph of Landsberg Family,"צילום אילן יוחסין, שמתחיל בנתן לנדסברג (אביו של אלפרד) ונגמר בנינים של אלפרד ולאוני.","Fotografie eines Stammbaums, der bei Nathan Landsberg (Vater von Alfred) beginnt und bei den Enkeln von Alfred und Leoni endet.","Photograph of a family tree, starting with Nathan Landsberg (father of Alfred) and ending with the grandchildren of Alfred and Leoni.",Unspecified,תצלום|Photograph,photography,copy,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-020-R0003,IL-MTFN-001-G-F-0047-020,Family Tree Notes Collection,אוסף של פתקים ודפים עם מידע משפחתי עבור עריכת אילן יוחסין.,Sammlung von Notizen und Blättern mit familiären Informationen zur Erstellung eines Stammbaums.,Collection of notes and pages with family information for creating a family tree.,Hebrew,פתק|Note,,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0047-020-R0004,IL-MTFN-001-G-F-0047-020,Drawings by Uri Pelz,"מספר ציורים של הילד אורי, בנם של חוה לבית לנדסברג ואהרון פלץ.","Mehrere Zeichnungen des Kindes Uri, Sohn von Chava geb. Landsberg und Aharon Pelz.","Several drawings by the child Uri, son of Chava née Landsberg and Aharon Pelz.",Unspecified,ציור|Painting,drawing,original,Uri,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-022-R0001,IL-MTFN-001-G-F-0047-022,"Diary of Alfred Landsberg, 1898",יומן משנת 1898 עם רשימות כתובות בעיפרון. אלפרד לנדסברג בן 11 שנים.,"Tagebuch aus dem Jahr 1898 mit in Bleistift geschriebenen Notizen. Alfred Landsberg, 11 Jahre alt.","Diary from 1898 with notes written in pencil. Alfred Landsberg, 11 years old.",Hebrew,יומן|Diary,handwriting,original,Alfred Landsberg,1898,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-022-R0002,IL-MTFN-001-G-F-0047-022,Diary from 1901-1902,"יומן מהשנים 1901-1902, הרישום בו בדיו. הרבה רשימות על אירועים אמנותיים, מספר איורים בעיפרון ובדיו.","Tagebuch aus den Jahren 1901-1902, die Einträge sind in Tinte. Viele Notizen über künstlerische Ereignisse, einige Zeichnungen in Bleistift und Tinte.","Diary from the years 1901-1902, the entries are in ink. Many notes on artistic events, several drawings in pencil and ink.",Hebrew,יומן|Diary,handwriting,original,,1901,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-022-R0003,IL-MTFN-001-G-F-0047-022,Summary Translation of Diary by Carla Wolf,"ליומן מצורף סיכום תרגום לעברית של חלקים מתוך היומן אשר נותנים תמונה על חייו של נער בן 14/15, במשפחה יהודית בורגנית בעיר גדולה. התרגום נכתב ע""י קרלה וולף.","Dem Tagebuch ist eine Zusammenfassung der Übersetzung ins Hebräische von Teilen des Tagebuchs beigefügt, die ein Bild vom Leben eines 14/15-jährigen Jungen in einer jüdischen bürgerlichen Familie in einer großen Stadt geben. Die Übersetzung wurde von Carla Wolf geschrieben.",Attached to the diary is a summary translation into Hebrew of parts of the diary that provide a picture of the life of a 14/15-year-old boy in a Jewish bourgeois family in a large city. The translation was written by Carla Wolf.,Hebrew,מסמך מתורגם|Translated Document,,copy,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0047-022-R0004,IL-MTFN-001-G-F-0047-022,Diary from 1905-1906,יומן מהשנים 1905-1906 כתוב בדיו בכתב סטנוגרפי.,"Tagebuch aus den Jahren 1905-1906, geschrieben in Tinte in stenografischer Schrift.",Diary from the years 1905-1906 written in ink in shorthand script.,Unspecified,יומן|Diary,handwriting,original,,1905,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0001,IL-MTFN-001-G-F-0047-024,תעודת התאזרחות פלשתינית לאלפרד ולאוני לנדסברג,"מקור ותצלום, תעודת התאזרחות פלשתינית לאלפרד ולאוני לנדסברג, 1936. תמונות השניים מחוברות לתעודה.","Original und Fotografie, palästinensische Einbürgerungsurkunde für Alfred und Leoni Landsberg, 1936. Die Fotos der beiden sind an die Urkunde angehängt.","Original and photograph, Palestinian naturalization certificate for Alfred and Leoni Landsberg, 1936. The photos of the two are attached to the certificate.",Hebrew|עברית,תעודה|Certificate,,original,אלפרד ולאוני לנדסברג,1936,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0002,IL-MTFN-001-G-F-0047-024,CD of Naturalization Certificate,"תקליטור, שפותח משקופית במוזיאון לצילום בתל חי, של תעודת ההתאזרחות.","CD, entwickelt aus einer Folie im Fotomuseum in Tel Hai, eines Einbürgerungszertifikats.","CD, developed from a slide at the Photography Museum in Tel Hai, of a naturalization certificate.",Hebrew,תעודה|Certificate,other,original,,,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0003,IL-MTFN-001-G-F-0047-024,Marriage Certificate of Alfred Landsberg and Leoni Frank,"תצלום, תעודת נישואין של אלפרד לנדסברג ולאוני לבית פרנק. ויזבדן, 1921. תצלום התעודה הונפק ב-1954. (2 עותקים).","Foto, Heiratsurkunde von Alfred Landsberg und Leoni geb. Frank. Wiesbaden, 1921. Das Foto der Urkunde wurde 1954 ausgestellt. (2 Kopien).","Photograph, marriage certificate of Alfred Landsberg and Leoni née Frank. Wiesbaden, 1921. The photograph of the certificate was issued in 1954. (2 copies).",German,תעודה|Certificate,photography,copy,Alfred Landsberg,1921,1954,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0004,IL-MTFN-001-G-F-0047-024,Photograph of Leoni Frank's Birth Certificate,"תצלום, תעודת לידה של לאוני פרנק. תצלום התעודה הונפק ב-1954, ויזבדן.","Foto, Geburtsurkunde von Leoni Frank. Das Foto des Zertifikats wurde 1954 in Wiesbaden ausgestellt.","Photograph, birth certificate of Leoni Frank. The photograph of the certificate was issued in 1954, Wiesbaden.",Other,"תצלום|Photograph, תעודה|Certificate",photography,copy,לאוני פרנק,,1954,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0005,IL-MTFN-001-G-F-0047-024,Property Division Agreement between Alfred and Leoni Landsberg,"תצלום, הסכם חלוקת רכוש בין אלפרד ולאוני לנדסברג לאור גירושיהם 1945, תוספת מ-1946.","Foto, Vermögensaufteilung zwischen Alfred und Leoni Landsberg im Zuge ihrer Scheidung 1945, Zusatz von 1946.","Photograph, property division agreement between Alfred and Leoni Landsberg due to their divorce 1945, addition from 1946.",Hebrew|German,תצלום|Photograph|הסכם|Agreement,photography,original,Alfred Landsberg|Leoni Landsberg,1945,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0006,IL-MTFN-001-G-F-0047-024,"Certificate of Good Conduct for Leonie Landsberg, 1932","תעודת יושר ללאוני לנדסברג, ויזבדן, 1932.","Unbedenklichkeitsbescheinigung für Leonie Landsberg, Wiesbaden, 1932.","Certificate of Good Conduct for Leonie Landsberg, Wiesbaden, 1932.",German,תעודה|Certificate,,original,Leonie Landsberg,1932,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0007,IL-MTFN-001-G-F-0047-024,"Vaccination Certificate for Alfred Landsberg, 1888","אישור חיסון לאלפרד לנדסברג, ויזבדן, 1888.","Impfbescheinigung für Alfred Landsberg, Wiesbaden, 1888.","Vaccination certificate for Alfred Landsberg, Wiesbaden, 1888.",German,תעודה|Certificate,,original,Alfred Landsberg,1888,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0008,IL-MTFN-001-G-F-0047-024,"Vaccination Certificate for Leoni Frank, 1912","אישור חיסון ללאוני פרנק, ויזבדן, 1912.","Impfbescheinigung für Leoni Frank, Wiesbaden, 1912.","Vaccination certificate for Leoni Frank, Wiesbaden, 1912.",German,תעודה|Certificate,,original,Leoni Frank,1912,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0009,IL-MTFN-001-G-F-0047-024,Inheritance Documents and Correspondence for Leoni and Peter Frank,"מסמכים והתכתבות בנושא ירושה ללאוני ואחיה פטר פרנק מצד משפחת האם, משפחת הומבורגר Homburger, לונדון. גרמנית, מהשנים: 1949-1951.","Dokumente und Korrespondenz zum Thema Erbschaft für Leoni und ihren Bruder Peter Frank von der Seite der Mutterfamilie, der Familie Homburger, London. Deutsch, aus den Jahren: 1949-1951.","Documents and correspondence on the subject of inheritance for Leoni and her brother Peter Frank from the mother's side of the family, the Homburger family, London. German, from the years: 1949-1951.",German,Letter,,original,,1949,1951,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0010,IL-MTFN-001-G-F-0047-024,Documents on Leoni Frank's Name Change,"מקור וצילומי מסמכים בנושא שינוי שם המשפחה של לאוני מלנדסברג חזרה לשם נעוריה פרנק (נעשה אחרי גירושיה מאלפרד). ירושלים, עברית ואנגלית, 1946.","Original und Kopien von Dokumenten über die Namensänderung von Leoni von Melandsberg zurück zu ihrem Mädchennamen Frank (nach ihrer Scheidung von Alfred). Jerusalem, Hebräisch und Englisch, 1946.","Original and copies of documents regarding the change of Leoni's family name from Melandsberg back to her maiden name Frank (done after her divorce from Alfred). Jerusalem, Hebrew and English, 1946.",Hebrew|English,Letter,,copy,Leoni Frank,1946,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0011,IL-MTFN-001-G-F-0047-024,Divorce Document of Alfred and Leoni Landsberg,"מסמך גירושין של אלפרד ולאוני לנדסברג, שתורגם מעברית לגרמנית ונושא את חותמת הקהילה היהודית בויזבדן. 1946.","Scheidungsdokument von Alfred und Leoni Landsberg, das aus dem Hebräischen ins Deutsche übersetzt wurde und den Stempel der jüdischen Gemeinde in Wiesbaden trägt. 1946.","Divorce document of Alfred and Leoni Landsberg, translated from Hebrew to German and bearing the stamp of the Jewish community in Wiesbaden. 1946.",Hebrew|German,מסמך מתורגם|Translated Document,typewriting,original,Alfred Landsberg|Leoni Landsberg,1946,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0047-024-R0012,IL-MTFN-001-G-F-0047-024,Death Certificate of Alfred Landsberg,תעודת פטירה של אלפרד לנדסברג וצילום תעודת הפטירה שתורגמה לגרמנית. 1964.,Sterbeurkunde von Alfred Landsberg und Foto der ins Deutsche übersetzten Sterbeurkunde. 1964.,Death certificate of Alfred Landsberg and a photograph of the death certificate translated into German. 1964.,Hebrew|German,תעודה|Certificate|מסמך מתורגם|Translated Document,,original,Alfred Landsberg,1964,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0047-024-R0013,IL-MTFN-001-G-F-0047-024,Widowhood Confirmation for Leoni Frank,"מסמך לאישור אלמנות ללאוני פרנק;לנדסברג, שהונפק בבית הדין הרבני האזורי, תל אביב-יפו. על פי המסמך הזוג לנדסברג חזר והתאחד אחרי הגירושים ולכן יש להכיר בלאוני כאלמנתו של הנפטר, אלפרד לנדסברג. עברית, אין תאריך.","Dokument zur Bestätigung der Witwenschaft von Leoni Frank; Landsberg, ausgestellt vom regionalen Rabbinatsgericht, Tel Aviv-Jaffa. Laut dem Dokument hat sich das Paar Landsberg nach der Scheidung wieder vereint, daher soll Leoni als Witwe des Verstorbenen, Alfred Landsberg, anerkannt werden. Hebräisch, kein Datum.","Document for the confirmation of widowhood for Leoni Frank; Landsberg, issued by the regional Rabbinical Court, Tel Aviv-Jaffa. According to the document, the Landsberg couple reunited after the divorce, therefore Leoni should be recognized as the widow of the deceased, Alfred Landsberg. Hebrew, no date.",Hebrew,תעודה מנהלית|Administrative Certificate,,original,Leoni Frank,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0047-024-R0014,IL-MTFN-001-G-F-0047-024,Engagement Announcement of Leoni Frank and Alfred Landsberg,"קטע מהעיתון Frankfurter Zeitung בו מופיעה ההודעה על אירוסי לאוני פרנק ואלפרד לנדסברג, אפריל 1921.","Ein Ausschnitt aus der Zeitung Frankfurter Zeitung, in dem die Verlobung von Leoni Frank und Alfred Landsberg angekündigt wird, April 1921.","A newspaper clipping from the Frankfurter Zeitung announcing the engagement of Leoni Frank and Alfred Landsberg, April 1921.",German,גזיר עיתון|News Clipping,print,original,,,1921-04,,
