item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0143-004-R0002	IL-MTFN-001-G-F-0143-004	memoir	Memory Book of Lotte Gliksman	Memory book of Lotte Gliksman, daughter of Erna Cohen	Erinnerungsbuch von Lotte Gliksman, Tochter von Erna Cohen	ספר זכרונות של לוטה גליקסמן, בתה של ארנה כהן	Hebrew		Unknown	ספר זכרונות|Memory Book	Lotte Gliksman	EgoDocument
IL-MTFN-001-G-F-0147-001-R0004	IL-MTFN-001-G-F-0147-001	correspondence	Correspondence on Street Naming in Jerusalem	Correspondence between Shiloni, lawyer Jacobi, and Avraham Heyman about naming streets in Jerusalem after David Wolffsohn and Otto Warburg.	Korrespondenz zwischen Shiloni, Rechtsanwalt Jacobi und Avraham Heyman über die Benennung von Straßen in Jerusalem nach David Wolffsohn und Otto Warburg.	התכתבות בין שילוני, עורך דין יעקובי ואברהם היימן על קריאת רחובות בירושים על דוד וולפסון ו אוטו ורבורג Otto Warburg.	Hebrew|German		Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0147-001-R0008	IL-MTFN-001-G-F-0147-001	correspondence	Correspondence on Street Naming for Wolfson	Correspondence between lawyer Jakobi and the Jerusalem Municipality regarding naming a street after Wolfson.	Korrespondenz zwischen Anwalt Jakobi und der Stadtverwaltung Jerusalem bezüglich der Benennung einer Straße nach Wolfson.	התכתבות בין עורך דין יעקובי ועיריית ירושלים בעיניני קריאת רחוב על שמו של וולפסון.	Hebrew		Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0155-001-R0002	IL-MTFN-001-G-F-0155-001	memoir	Lucie Mandelstam Memories	Lucie Mandelstam; Memories	Lucie Mandelstam; Erinnerungen	Lucie Mandelstam; Erinnerungen; לוסי מנדלשטם; זכרונות.	German|Hebrew		Unknown	לא מזוהה	Lucie Mandelstam	EgoDocument
IL-MTFN-001-G-F-0157-001-R0008	IL-MTFN-001-G-F-0157-001	visit	German Passport	German passport	Deutscher Reisepass	2000. דרכון גרמני;	German	2000	Unknown	תעודה|Certificate		Legal Document
IL-MTFN-001-G-F-0157-001-R0009	IL-MTFN-001-G-F-0157-001	visit	Israeli Passport 1989	1989, Israeli passport;	1989, israelischer Reisepass;	1989, דרכון ישראלי;	Hebrew	1989	Unknown	תעודה|Certificate		Legal Document
IL-MTFN-001-G-F-0113-061-R0003	IL-MTFN-001-G-F-0113-061	correspondence	Correspondence with Embassies and Individuals	Correspondence with: German Embassy in Israel; Swiss Embassy in Israel; Bella and Ernst Bachmann, Tel Aviv; Hanna Friedlinghaus from Ludwigsburg; Prof. Otto Betz from Tübingen; The correspondence includes personal topics + on the subject of writing and publishing by P.W.	Korrespondenz mit: Deutsche Botschaft in Israel; Schweizer Botschaft in Israel; Bella und Ernst Bachmann, Tel Aviv; Hanna Friedlinghaus von Ludwigsburg; Prof. Otto Betz von Tübingen; Die Korrespondenz enthält persönliche Themen + zum Thema Schreiben und Veröffentlichen von P.W.	התכתבות עם:; שגרירות גרמניה בישראל; שגרירות שוויצריה בישראל; בלה וארנסט בכמן, תל אביב; Hanna Friedlinghaus von Ludwigsburg; Prof. Otto Betz von Tübingen; בהתכתבות יש נושאים אישים + בנושא הכתיבה והפרסום של פ.ו.	Hebrew|German		Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0157-001-R0028	IL-MTFN-001-G-F-0157-001	visit	Photographs and Passport of Rosalie Lewin	Photographs of various pictures and a passport of Rosalie Lewin, née Lebknecht;	Fotos von verschiedenen Bildern und einem Reisepass von Rosalie Lewin, geborene Lebknecht;	צילומים של תמונות שונות ופספורט של Rosalie Lewin לבית Lebknecht;	Unspecified		Visual Element	תצלום|Photograph	Rosalie Lewin	Image
IL-MTFN-001-G-F-0158-001-R0005	IL-MTFN-001-G-F-0158-001	visit	Letters from Fuhrmann to Ets Gliksman	1933;1955, Letters from Fuhrmann to Ets Gliksman, Fuhrmann lived in Germany Friedrichssegen, associated with Kurt Schroeder Verlag, emigrated to the United States in 1939, his wife and son remained in Germany/Hamburg. His condition was not the best in the United States, as it seems, in the years after the war he writes to Gliksman about lack of money and food sometimes, about the possibility of his deportation from the United States. Gliksman visits him and also his wife and son from Hamburg.	1933;1955, Briefe von Fuhrmann an Ets Gliksman, Fuhrmann lebte in Deutschland Friedrichssegen, verbunden mit Kurt Schroeder Verlag, wanderte 1939 in die USA aus, seine Frau und sein Sohn blieben in Deutschland/Hamburg. Sein Zustand war in den USA nicht der beste, wie es scheint, in den Jahren nach dem Krieg schreibt er an Gliksman über Geld- und Nahrungsmangel, manchmal über die Möglichkeit seiner Abschiebung aus den USA. Gliksman besucht ihn und auch seine Frau und seinen Sohn aus Hamburg.	1933;1955, מכתבים מאת פורמאן Fuhrmann אל אץ גליקסמן, פורמן גר בגרמניה Friedrichssegen קשור עם Kurt Schroeder Verlag, היגר 1939 לארצות הברית, אישתו ובנו נשארו בגרמניה/המבורג. מצבו לא היה הכי טוב בארצות הברית כפי הנראה בשנים אחרי המלחמה הוא כותב לגליקסמן על מחסור בכסף ומזון לפעמים, על אפשרות גירושו מארצות הברית. גליקסמן מבקר אותו וגם את אשתו ובנו מהמבורג.	German|Hebrew	1933	Unknown	מכתב|Letter	Fuhrmann	Communication Document
IL-MTFN-001-G-F-0158-001-R0006	IL-MTFN-001-G-F-0158-001	correspondence	Correspondence between Ernst Fuhrmann, Paul Guttfeld, and Artur Glückson	1930;1955, Correspondence between Ernst Fuhrmann, Paul Guttfeld with Artur Glückson, Fuhrmann, writer and philosopher lived in Germany Friedrichssegen, emigrated to America in 1939. Guttfeld worked at Folkwang;Auriga Verlag, also interested in biology, agriculture, and plants. He emigrated with his family to Palestine. Glückson, an architecture student in Berlin, lived a year in Palestine, returned to Berlin, and emigrated to Palestine. Close friendly relationship.	1930;1955, Briefwechsel zwischen Ernst Fuhrmann, Paul Guttfeld und Artur Glückson, Fuhrmann, Schriftsteller und Philosoph, lebte in Deutschland Friedrichssegen, wanderte 1939 nach Amerika aus. Guttfeld arbeitete bei Folkwang;Auriga Verlag, interessierte sich auch für Biologie, Landwirtschaft und Pflanzen. Er wanderte mit seiner Familie nach Palästina aus. Glückson, Architekturstudent in Berlin, lebte ein Jahr in Palästina, kehrte nach Berlin zurück und wanderte nach Palästina aus. Enge freundschaftliche Beziehung.	1930;1955, התכתבות מכתבים בין Ernst Fuhrmann, Paul Guttfeld עם Artur Glückson, פורמן, סופר ופילוסוף גר בגרמניה Friedrichssegen היגר 1939 לאמריקה. גוטפלד עבד ב Folkwand;Auriga Verlag התעניין גם בביולוגיה, חקלאות וצמחים. היגר עם משפחתו לפלשתינה. גליקסון סטודנט לארכיטקטורה בברלין, חי שנה בפלשתינה חזר לברלין והיגר לפלשתינה. קשר ידידותי הדוק.	German|Hebrew	1930	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0159-001-R0001	IL-MTFN-001-G-F-0159-001	memoir	חוברת זכרונות של חנה ירמיאס	1999, Memory booklet of Hanna Jeremias Trietsch tells about her life in Germany and in Israel for the younger generation and those who come after	1999, Erinnerungsheft von Hanna Jeremias Trietsch erzählt von ihrem Leben in Deutschland und in Israel für die jüngere Generation und die Nachkommen	1999, חוברת זכרונות של חנה ירמיאס Jeremias טריטש Trietsch מספרת על חייה בגרמניה ובארץ ישראל לדור הצעיר ולבאים אחריה	Hebrew|German		Print	ספר זכרונות|Memory Book	חנה ירמיאס	EgoDocument
IL-MTFN-001-G-F-0161-001-R0003	IL-MTFN-001-G-F-0161-001	correspondence	Correspondence between Israel Shiloni and Eli Rothschild	1987, correspondence between Israel Shiloni and Eli Rothschild	1987, Korrespondenz zwischen Israel Shiloni und Eli Rothschild	1987, התכתבות בין ישראל שילוני ואלי רוטשילד	Hebrew	1987	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0161-001-R0006	IL-MTFN-001-G-F-0161-001	correspondence	Correspondence between Shiloni and Ilse Frank	Correspondence between Shiloni and Ilse Frank	Korrespondenz zwischen Shiloni und Ilse Frank	התכתבות בין שילוני ואילזה פרנק	Hebrew|German		Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0161-001-R0008	IL-MTFN-001-G-F-0161-001	memoir	Memories of Otto Warburg by Hanna Lesch	Memories of her grandfather Otto Warburg, written by Hanna Lesch	Erinnerungen an ihren Großvater Otto Warburg, geschrieben von Hanna Lesch	זיכרונות על סבא שלה אוטו ורבורג כתבה חנה לש	Hebrew		Unknown	רשימות|Personal Notes	Otto Warburg	EgoDocument
IL-MTFN-001-G-F-0163-001-R0001	IL-MTFN-001-G-F-0163-001	memoir	Memories of Dr. Max Rosenberg	Without date, memories of the doctor Dr. Max Rosenberg. He immigrated to Palestine in 1924, Acre and worked as a doctor. Printed, German	Ohne Datum, Erinnerungen der Ärztin Dr. Max Rosenberg. Er wanderte 1924 nach Palästina aus, Akko und arbeitete als Arzt. Gedruckt, Deutsch	בלי תאריך, זכרונות של הרופאה דר מקס רוזנברג Dr. Max Rosenberg. הוא עלה 1924 לפלשתינה, עכו ועבד כרופאה. מודפס, גרמנית	German		Typewritten	רשימות|Personal Notes	Dr. Max Rosenberg	EgoDocument
IL-MTFN-001-G-F-0165-001-R0003	IL-MTFN-001-G-F-0165-001	visit	Letter from Brigitta Wolf to Wilhelm Friedrichs	3.10.1969, Letter from Brigitta Wolf to Wilhelm Friedrichs, a German prisoner who saved Jews in Lithuania during World War II and was sentenced to life imprisonment after the war for killing a bank messenger. Shiloni and also Wolf helped to obtain a pardon for him, and the man visited the country.	3.10.1969, Brief von Brigitta Wolf an Wilhelm Friedrichs, einen deutschen Gefangenen, der während des Zweiten Weltkriegs Juden in Litauen rettete und nach dem Krieg zu lebenslanger Haft wegen der Tötung eines Bankboten verurteilt wurde. Shiloni und auch Wolf halfen, eine Begnadigung für ihn zu erwirken, und der Mann besuchte das Land.	3.10.1969, מכתב מאת בריגיטה וולף אל וילהלם פרידריכס Friedrichs, אסיר גרמני, שבזמן מלחמת העולם II הציל יהודים בליטה וקיבל אחרי המלחמה מאסר עולם על הריגה של שליח בנק. שילוני וגם וולף עזרו לקבל עבורו חנינה והאיש ביקר בארץ.	German|Hebrew	1969-10-03	Handwritten	מכתב|Letter	Wilhelm Friedrichs	Communication Document
IL-MTFN-001-G-F-0165-001-R0008	IL-MTFN-001-G-F-0165-001	correspondence	Exchange of Letters between Brigitta Wolf and Dr. K. Kütscher	January 1975, exchange of letters between Brigitta Wolf and Dr. K. Kütscher, who is a nephew of Israel Shiloni. His letter is a sharp attack on her work, views, and actions, he responds to him on each and every point. Britta Wolf is the niece of the second wife of Hermann Göring, German.	Januar 1975, Briefwechsel zwischen Brigitta Wolf und Dr. K. Kütscher, der ein Neffe von Israel Shiloni ist. Sein Brief ist ein scharfer Angriff auf ihre Arbeit, Ansichten und Handlungen, er antwortet ihm auf jeden einzelnen Punkt. Britta Wolf ist die Nichte der zweiten Frau von Hermann Göring, Deutsche.	ינואר 1975, החלפת מכתבים בין ברגיטה וולף ו Dr. K. Kütscher שהוא אחיין של ישראל שילוני. מכתבו הוא התקפה חריפה של עבודתה, דעותיה, ומעשה, הוא עונה לו על כל סעיף וסעיף. בריטה וולף היא אחייניתו של אשתו השנייה של Hermann Göring, גרמנית	German|Hebrew	1975-01	Unknown	מכתב|Letter	Brigitta Wolf	Communication Document
IL-MTFN-001-G-F-0167-001-R0001	IL-MTFN-001-G-F-0167-001	memoir	Request Letter to President Zalman Shazar for Financial Assistance	Copy of a request letter written by Israel Shiloni to President Zalman Shazar, asking to provide financial assistance to Liza Steinberg, Arlosoroff's sister, so she can complete writing the memoirs about her brother. The 70-year-old Liza Steinberg still needs to support herself by giving music lessons and therefore cannot complete the writing about Chaim Arlosoroff. Nahariya, Hebrew, June 1971.	Kopie eines Antragsbriefes, den Israel Shiloni an Präsident Zalman Shazar schreibt, in dem er bittet, Liza Steinberg, die Schwester von Arlosoroff, finanzielle Unterstützung zu gewähren, damit sie die Erinnerungen an ihren Bruder fertigstellen kann. Die 70-jährige Liza Steinberg muss sich noch durch Musikunterricht selbst versorgen und kann daher das Schreiben über Chaim Arlosoroff nicht abschließen. Nahariya, Hebräisch, Juni 1971.	העתק מכתב בקשה, שכותב ישראל שילוני אל הנשיא זלמן שזר בו הוא מבקש לאפשר לליזה שטיינברג, אחותו של ארלוזורוב, עזרה כלכלית, שתוכל להשלים את כתיבת הזיכרונות על אחיה. ליזה שטיינברג בת ה-70 עדיין צריכה לפרנס עצמה ממתן שיעורי מוסיקה ולכן איננה יכולה להתפנות להשלמת הכתיבה על חיים ארלוזורוב. נהריה, עברית, יוני 1971.	Hebrew	1971-06	Unknown	מכתב|Letter	ליזה שטיינברג	Communication Document
IL-MTFN-001-G-F-0167-001-R0003	IL-MTFN-001-G-F-0167-001	visit	Copy of a letter to Chaim Arlosoroff from P. Gereke	Copy of a letter and typewritten letter to Chaim Arlosoroff from his German literature teacher, P. Gereke; P. Gereke. Among other things, about the student's statements that German literature is distant from him and his national feeling. From the letter, it can be understood that Arlosoroff is studying at a mixed school. Friedenau, German, September 1917.	Kopie eines Briefes und Druck des Briefes an Chaim Arlosoroff von seinem Lehrer für deutsche Literatur, P. Gereke; P. Gereke. Unter anderem über die Äußerungen des Schülers Arlosoroff, dass die deutsche Literatur ihm und seinem nationalen Gefühl fern sei. Aus dem Brief geht hervor, dass Arlosoroff eine gemischte Schule besucht. Friedenau, Deutsch, September 1917.	"העתק מכתב והדפסה של המכתב אל חיים ארלוזורוב מאת המורה שלו לספרות גרמנית, פ. גרקה; P. Gereke. בין היתר על התבטאויותיו של התלמיד ארלוזורוב שהספרות הגרמנית רחוקה ממנו ומהרגשתו הלאומית. מהמכתב ניתן להבין שארלוזורוב לומד בבי""ס מעורב. פרידנאו Friedenau, גרמנית, ספטמבר 1917."	German|Hebrew	1917-09	Typewritten	מכתב|Letter	Chaim Arlosoroff	Communication Document
IL-MTFN-001-G-F-0168-001-R0001	IL-MTFN-001-G-F-0168-001	visit	Newspaper Clippings on Elias Canetti	1981;1994, three newspaper clippings about Elias Canetti; 1981, article about Alice Schwartz in 'Israel News' on the awarding of the Nobel Prize to the writer; article about his book Welt im Kopf; 1994, article about his death in Zurich at the age of 89;	1981;1994, drei Zeitungsausschnitte über Elias Canetti; 1981, Artikel über Alice Schwartz in 'Nachrichten Israel' über die Verleihung des Nobelpreises an den Schriftsteller; Artikel über sein Buch Welt im Kopf; 1994, Artikel über seinen Tod in Zürich im Alter von 89 Jahren;	1981;1994, שלושה קטעי עיתון על Elias Canetti,; 1981, כתבה על אליס שורץ ב 'חדשות ישראל' על קבלת פרס נובל לסופר; מאמר על ספרו Welt im Kopf; 1994, מאמר על מותו בציריך בגיל 89;	Hebrew|German	1981	Print	גזיר עיתון|News Clipping	Elias Canetti	Ephemera
