item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0143-004-R0005	IL-MTFN-001-G-F-0143-004	חוברת על פנימיה;חקלאית יהודית ב Herrlingen ליד Ulm חוברת מס. 3 משנת 1934. מאמרים של ילדי הפנימיה בני 12;16 על החיים בפנימיה. גב' קטה גליקסמן בת 16 כותב שם על פסח בפנימיה	Broschüre über ein jüdisches landwirtschaftliches Internat in Herrlingen bei Ulm. Broschüre Nr. 3 aus dem Jahr 1934. Artikel von Internatsschülern im Alter von 12 bis 16 Jahren über das Leben im Internat. Frau Käthe Gliksman, 16 Jahre alt, schreibt dort über Pessach im Internat.	Booklet about a Jewish agricultural boarding school in Herrlingen near Ulm. Booklet No. 3 from the year 1934. Articles by boarding school children aged 12 to 16 about life in the boarding school. Ms. Käthe Gliksman, 16 years old, writes there about Passover in the boarding school.	Print	Hebrew	1934	1934			print		original	Booklet on Jewish Agricultural Boarding School in Herrlingen, 1934	Creative Nonfiction	חוברת|Booklet										
IL-MTFN-001-G-F-0144-001-R0001	IL-MTFN-001-G-F-0144-001	Vienna Midnight Cabaret / Die Spitzbuam 1 + 2	Wiener Mitternachtskabarett / Die Spitzbuam 1 + 2	Vienna Midnight Cabaret / The Spitzbuam 1 + 2	Unknown	German							original	Vienna Midnight Cabaret	Creative Fiction	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0002	IL-MTFN-001-G-F-0144-001	Heut ist der schoenste Tag in meinem Leben / Joseph Schmidt	Heute ist der schönste Tag in meinem Leben / Joseph Schmidt	Today is the most beautiful day in my life / Joseph Schmidt	Unknown	German						Joseph Schmidt	original	Heut ist der schoenste Tag in meinem Leben	Creative Nonfiction	לא מזוהה										
IL-MTFN-001-G-F-0144-001-R0003	IL-MTFN-001-G-F-0144-001	Der Herr Karl / Helmut Qualtinger	Der Herr Karl / Helmut Qualtinger	Mr. Karl / Helmut Qualtinger	Unknown	German|גרמנית						Helmut Qualtinger	original	Der Herr Karl by Helmut Qualtinger	Creative Fiction	Book										
IL-MTFN-001-G-F-0144-001-R0004	IL-MTFN-001-G-F-0144-001	Qualtinger liest Karl Kraus	Qualtinger liest Karl Kraus	Qualtinger reads Karl Kraus	Unknown	Unspecified							other	Qualtinger liest Karl Kraus	Creative Nonfiction	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0005	IL-MTFN-001-G-F-0144-001	Juedische Witze / Rene Lagrand	Jüdische Witze / Rene Lagrand	Jewish Jokes / Rene Lagrand	Unknown	German						Rene Lagrand	original	Juedische Witze by Rene Lagrand	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0144-001-R0006	IL-MTFN-001-G-F-0144-001	Dreissig Schlager aus der Zwanzigerjahre / 1910;1930 1+2+3	Dreißig Schlager aus den Zwanzigerjahren / 1910;1930 1+2+3	Thirty hits from the twenties / 1910;1930 1+2+3	Unknown	German							original	Thirty Hits from the Twenties	Creative Nonfiction	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0144-001-R0007	IL-MTFN-001-G-F-0144-001	Lotte Lenya sings Berlin; Theatre Songs by Kurt Weil	Lotte Lenya singt Berlin; Theatersongs von Kurt Weil	Lotte Lenya sings Berlin; Theatre Songs by Kurt Weil	Unknown	Unspecified							other	Lotte Lenya sings Berlin; Theatre Songs by Kurt Weil	Creative Nonfiction	לא מזוהה										
IL-MTFN-001-G-F-0144-001-R0008	IL-MTFN-001-G-F-0144-001	Maria Tanase שירים ברומנית	Maria Tanase Lieder auf Rumänisch	Maria Tanase songs in Romanian	Unknown	Other						Maria Tanase	other	Maria Tanase Romanian Songs	Creative Nonfiction	לא מזוהה										
IL-MTFN-001-G-F-0144-001-R0009	IL-MTFN-001-G-F-0144-001	Wiener Saengerknaben / Placido Domingo	Wiener Sängerknaben / Placido Domingo	Vienna Boys' Choir / Placido Domingo	Unknown	Unspecified							other	Wiener Saengerknaben / Placido Domingo	Unrecognized	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0010	IL-MTFN-001-G-F-0144-001	Der Qualtinger; Kabarett	Der Qualtinger; Kabarett	Der Qualtinger; Cabaret	Unknown	German						Qualtinger	original	Der Qualtinger Kabarett	Creative Nonfiction	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0011	IL-MTFN-001-G-F-0144-001	Wien, Wien nur du allein	Wien, Wien nur du allein	Vienna, Vienna only you alone	Unknown	Unspecified							other	Wien, Wien nur du allein	Creative Fiction	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0144-001-R0012	IL-MTFN-001-G-F-0144-001	Eine verzwickte Verwandschaft + Der Novak laesst mich nicht verkommen	Eine verzwickte Verwandschaft + Der Novak lässt mich nicht verkommen	A Complicated Relationship + The Novak Does Not Let Me Decay	Unknown	German							original	Eine verzwickte Verwandschaft + Der Novak laesst mich nicht verkommen	Creative Fiction	Book										
IL-MTFN-001-G-F-0144-001-R0013	IL-MTFN-001-G-F-0144-001	Nur fuer Herrenabende / Das Wirtzhaus an der Lahn	Nur für Herrenabende / Das Wirtshaus an der Lahn	For gentlemen's evenings only / The tavern on the Lahn	Unknown	German							original	Das Wirtshaus an der Lahn	Creative Fiction	Book										
IL-MTFN-001-G-F-0144-001-R0014	IL-MTFN-001-G-F-0144-001	Der Patient / Hans Moser	Der Patient / Hans Moser	The Patient / Hans Moser	Unknown	German						Hans Moser	original	Der Patient / Hans Moser	Medical Document	לא מזוהה										
IL-MTFN-001-G-F-0144-001-R0015	IL-MTFN-001-G-F-0144-001	Hermann Leopoldi / 1+2+3 (klein Format)	Hermann Leopoldi / 1+2+3 (kleines Format)	Hermann Leopoldi / 1+2+3 (small format)	Unknown	Unspecified						Hermann Leopoldi	original	Hermann Leopoldi 1+2+3	Creative Nonfiction	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0016	IL-MTFN-001-G-F-0144-001	Vienna midnight Cabaret / Georg Kreisler 1+2	Wiener Mitternachtskabarett / Georg Kreisler 1+2	Vienna midnight Cabaret / Georg Kreisler 1+2	Unknown	Unspecified						Georg Kreisler	original	Vienna Midnight Cabaret by Georg Kreisler	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0144-001-R0017	IL-MTFN-001-G-F-0144-001	Vienna midnight Cabaret / Gerhard Bronner u. Bruni Loebel	Wiener Mitternachtskabarett / Gerhard Bronner u. Bruni Loebel	Vienna midnight Cabaret / Gerhard Bronner and Bruni Loebel	Unknown	German						Gerhard Bronner|Bruni Loebel	original	Vienna Midnight Cabaret	Creative Nonfiction	Unrecognized										
IL-MTFN-001-G-F-0144-001-R0018	IL-MTFN-001-G-F-0144-001	Also sprach Karl Farkas / Karl Farkas	Also sprach Karl Farkas / Karl Farkas	Thus spoke Karl Farkas / Karl Farkas	Unknown	German						Karl Farkas	original	Also sprach Karl Farkas	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0144-001-R0019	IL-MTFN-001-G-F-0144-001	Der Heiratsvermittler, Der Patient / Hans Moser	Der Heiratsvermittler, Der Patient / Hans Moser	The Matchmaker, The Patient / Hans Moser	Unknown	German						Hans Moser	original	Der Heiratsvermittler, Der Patient	Creative Fiction	Book										
IL-MTFN-001-G-F-0144-001-R0020	IL-MTFN-001-G-F-0144-001	Chansons / Cissy Kraner 1+2+3	Lieder / Cissy Kraner 1+2+3	Songs / Cissy Kraner 1+2+3	Unknown	Unspecified						Cissy Kraner	other	Chansons by Cissy Kraner	Creative Fiction	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0144-001-R0021	IL-MTFN-001-G-F-0144-001	Gute Nacht Freunde / Inga u. Wolf	Gute Nacht Freunde / Inga und Wolf	Good Night Friends / Inga and Wolf	Unknown	Unspecified							other	Gute Nacht Freunde / Inga u. Wolf	Creative Fiction	שיר|Poem										
IL-MTFN-001-G-F-0144-001-R0022	IL-MTFN-001-G-F-0144-001	Stimmen der Stars	Stimmen der Stars	Voices of the Stars	Unknown	Unspecified							other	Stimmen der Stars	Unrecognized	לא מזוהה										
IL-MTFN-001-G-F-0145-001-R0001	IL-MTFN-001-G-F-0145-001	לילי ארליך לבית לנדה Lande; העבודה נכתבה בפקולטה לחינוך באוניברסיטת טיבינגן Tübingen, גרמניה, ב-1986.	Lili Erlich geborene Lande; die Arbeit wurde an der Fakultät für Erziehungswissenschaften der Universität Tübingen, Deutschland, im Jahr 1986 geschrieben.	Lili Erlich née Lande; the work was written at the Faculty of Education at the University of Tübingen, Germany, in 1986.	Unknown	Hebrew|German	1986					Lili Erlich	original	Lili Erlich's Work at University of Tübingen	Academic Paper	מאמר מדעי|Academic Paper										
IL-MTFN-001-G-F-0145-001-R0002	IL-MTFN-001-G-F-0145-001	כותרת העבודה: Kinder eine Zukunft. Von zwei Kinderheimen in der Weimarer Zeit; תרגום הכותרת: ילדי העתיד. שני בתי ילדים בעידן ויימאר.	Titel der Arbeit: Kinder eine Zukunft. Von zwei Kinderheimen in der Weimarer Zeit; Übersetzung des Titels: Kinder der Zukunft. Zwei Kinderheime in der Weimarer Zeit.	Work title: Children a Future. From two children's homes in the Weimar era; Title translation: Children of the Future. Two children's homes in the Weimar era.	Unknown	German							original	Kinder eine Zukunft	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0145-003-R0001	IL-MTFN-001-G-F-0145-003	פנקס צבאי Soldbuch של יוליוס ארליך Julius Ehrlich.	Militärbuch Soldbuch von Julius Ehrlich.	Military booklet Soldbuch of Julius Ehrlich.	Unknown	German						Julius Ehrlich	original	Military Booklet of Julius Ehrlich	EgoDocument	פנקס|Notepad										
IL-MTFN-001-G-F-0145-003-R0002	IL-MTFN-001-G-F-0145-003	שתי תעודות ללילי לנדה: מאוניברסיטת ברלין, 1914, לימודי מתמטיקה; מאוניברסיטת גטינגן, 1915, לימודי פילוסופיה.	Zwei Zertifikate für Lili Landa: Von der Universität Berlin, 1914, Mathematikstudium; Von der Universität Göttingen, 1915, Philosophiestudium.	Two certificates for Lili Landa: From the University of Berlin, 1914, Mathematics studies; From the University of Göttingen, 1915, Philosophy studies.	Unknown	German	1915			yes		Lili Landa	original	Certificates for Lili Landa from Berlin and Göttingen Universities	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0146-001-R0001	IL-MTFN-001-G-F-0146-001	"1915/1916, יומן שהתחיל לכבוב אריך שוורץ; יהודי ממשפחה דתית עלה לישראל ב 31.12.1920 ובשלב ראשון הצטרף לייבוש ביצות בחדרה בהיותו בארץ נשלח להדריך נוער ברודגס בגרמניה. מאוחר יותר היתישב בפתח תקווה, שם נפטר.; השתתף במלחמ""ע I; ביומן הוא מתאר את חייו ומשתמש בדברי חכמים יהודים, מצטט בעברית באותיות לטיניות"	1915/1916, Tagebuch, das Erich Schwartz zu führen begann; Jude aus einer religiösen Familie, wanderte am 31.12.1920 nach Israel aus und schloss sich zunächst der Trockenlegung der Sümpfe in Hadera an. Während seines Aufenthalts im Land wurde er nach Deutschland geschickt, um Jugendliche in Rodges zu unterrichten. Später ließ er sich in Petach Tikva nieder, wo er verstarb.; nahm am Ersten Weltkrieg teil; im Tagebuch beschreibt er sein Leben und verwendet die Worte jüdischer Weiser, zitiert auf Hebräisch in lateinischen Buchstaben.	1915/1916, Diary started by Erich Schwartz; a Jew from a religious family, immigrated to Israel on 31.12.1920 and initially joined the swamp drainage in Hadera. While in the country, he was sent to instruct youth in Rodges, Germany. Later, he settled in Petach Tikva, where he passed away.; participated in WWI; in the diary, he describes his life and uses the words of Jewish sages, quoting in Hebrew with Latin letters.	Handwritten	Hebrew|German	1915			yes	handwriting	Erich Schwartz	original	Diary of Erich Schwartz	EgoDocument	יומן|Diary										
IL-MTFN-001-G-F-0146-001-R0002	IL-MTFN-001-G-F-0146-001	3 מניות שהיו ברשותו של אריך שוורץ, הוצאו ב-1893 באמסטרדמ	3 Aktien, die im Besitz von Erich Schwartz waren, wurden 1893 in Amsterdam ausgegeben.	3 shares that were owned by Erich Schwartz, issued in 1893 in Amsterdam.	Unknown	Other	1893					אריך שוורץ	original	3 מניות של אריך שוורץ, 1893	Financial_Document	לא מזוהה										
IL-MTFN-001-G-F-0147-001-R0001	IL-MTFN-001-G-F-0147-001	תעודות בית המשפת בפפנבורג בעייני החברה Bernstein;Wolfsohn; רשימה של דברים אישיים של דוד וולפסון ואישתו פני שהביאו לנשואין; תעודות של בית המשפט פפנבורג, רישום החברה עסקי עצים של ברנשטיין ווולפסון; רשום חוזה נשואין וירושה של Phäbus Wolff Bernstein עם הגב. Charlotte Dobine; בית משפט בעיר Russ רישום נשואין וירושה של דוד וולפסון ובגב. Fromme Judel; אישור לשינוי תאריך לידתו של דוד וולפםון; חוזה על עסקים ואחוזי רווח משותפים בין האחים דוד וסולומון וולפסון.	Gerichtsdokumente in Papenburg im Namen der Firma Bernstein; Wolfsohn; Liste persönlicher Gegenstände von David Wolfsohn und seiner Frau Pnina, die sie zur Hochzeit mitbrachten; Gerichtsdokumente in Papenburg, Registrierung des Holzgeschäfts von Bernstein und Wolfsohn; Registrierung des Ehe- und Erbvertrags von Phäbus Wolff Bernstein mit Frau Charlotte Dobine; Gericht in der Stadt Russ, Registrierung der Ehe und Erbschaft von David Wolfsohn und Frau Fromme Judel; Bestätigung der Änderung des Geburtsdatums von David Wolfsohn; Vertrag über gemeinsame Geschäfte und Gewinnanteile zwischen den Brüdern David und Solomon Wolfsohn.	Court documents in Papenburg regarding the company Bernstein; Wolfsohn; List of personal items of David Wolfsohn and his wife Pnina brought to the marriage; Court documents in Papenburg, registration of the timber business of Bernstein and Wolfsohn; Registration of marriage and inheritance contract of Phäbus Wolff Bernstein with Mrs. Charlotte Dobine; Court in the city of Russ, registration of marriage and inheritance of David Wolfsohn and Mrs. Fromme Judel; Confirmation of the change of birth date of David Wolfsohn; Contract on joint business and profit shares between the brothers David and Solomon Wolfsohn.	Unknown	Hebrew				yes		David Wolfsohn	original	Court Documents and Contracts of Bernstein and Wolfsohn	Legal Document	Agreement|Registry Certificate										
IL-MTFN-001-G-F-0147-001-R0002	IL-MTFN-001-G-F-0147-001	מכתב מכתב מרבקה, אחותו של דוד (Sally) עם הודעה על פטירת הסבא בעיר Dorbian.	Brief von Rivka, der Schwester von David (Sally), mit einer Nachricht über den Tod des Großvaters in der Stadt Dorbian.	Letter from Rivka, David's (Sally) sister, with a message about the grandfather's death in the city of Dorbian.	Unknown	Hebrew							original	Letter from Rivka about Grandfather's Death	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0147-001-R0003	IL-MTFN-001-G-F-0147-001	מתוך מילון Meyer תיאור העיר פפנבורג על כל מפעלימ- קטע מהעיתון Die Zeit על העיר פפנבורג והמספנה Meyer.	Aus dem Meyer-Wörterbuch Beschreibung der Stadt Papenburg mit allen Fabriken - Ausschnitt aus der Zeitung Die Zeit über die Stadt Papenburg und die Meyer-Werft.	From the Meyer dictionary, description of the city of Papenburg with all its factories - excerpt from the newspaper Die Zeit about the city of Papenburg and the Meyer shipyard.	Print	German|גרמנית					print	Meyer	copy	Description of Papenburg and Meyer Shipyard	Communication Document	גזיר עיתון|News Clipping										
IL-MTFN-001-G-F-0147-001-R0004	IL-MTFN-001-G-F-0147-001	התכתבות בין שילוני, עורך דין יעקובי ואברהם היימן על קריאת רחובות בירושים על דוד וולפסון ו אוטו ורבורג Otto Warburg.	Korrespondenz zwischen Shiloni, Rechtsanwalt Jacobi und Avraham Heyman über die Benennung von Straßen in Jerusalem nach David Wolffsohn und Otto Warburg.	Correspondence between Shiloni, lawyer Jacobi, and Avraham Heyman about naming streets in Jerusalem after David Wolffsohn and Otto Warburg.	Unknown	Hebrew|German				yes			original	Correspondence on Street Naming in Jerusalem	Communication Document	מכתב|Letter										
