item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0113-042-R0001	IL-MTFN-001-G-F-0113-042	hometown	Heilbronn Welcome Speech by Dr. P. Wolf	5 pages, 1985, Heilbronn Welcome Speech, Translation: Welcome speech for Heilbronn, Dr. P. Wolf was invited to his hometown and delivered his speech there.	5 Seiten, 1985, Heilbronn Begrüssungsrede, Übersetzung: Begrüßungsrede für Heilbronn, Dr. P. Wolf wurde in seine Geburtsstadt eingeladen und hielt dort seine Rede.	"5 עמודים, 1985, Heilbronn Begrüssungsrede, תרגום: נאום ברכה להיילברון, ד""ר פ. וולף הוזמן לעיר הולדתו ושם נשא את דבריו."	German	1985	Typewritten	נאום|Speech	Dr. P. Wolf	Communication Document	1985
IL-MTFN-001-G-F-0113-044-R0001	IL-MTFN-001-G-F-0113-044	diary	Lesebuch für meinen Enkel Manuscript	Page 241;288, 1995;1996, Lesebuch für meinen Enkel, from a reading book for my grandchild, the manuscript starts on page 241, previous pages are not available. The writing is in diary form, starting on November 2, 1995, 2 copies were left in the file.	Seite 241;288, 1995;1996, Lesebuch für meinen Enkel, aus dem Buch für meinen Enkel, das Manuskript beginnt auf Seite 241, vorherige Seiten sind nicht vorhanden. Das Schreiben ist in Tagebuchform, beginnt am 2. November 1995, 2 Kopien wurden in der Akte hinterlassen.	עמוד 241;288, 1995;1996, Lesebuch für meinen Enkel ,מתוך ספר קריא לנכד שלי, המנוסקריפט מתחיל בעמוד 241, עמודים קודמים לאנ בנמצא. הכתיבה היא בצורת יומן, מתחילה ב-2 לנובמבר 1995, 2 העתקים הושארו בתיק	German	1995-11-02	Unknown	יומן|Diary		EgoDocument	1996
IL-MTFN-001-G-F-0113-057-R0001	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Verlag Herder	Correspondence with publishers from the 1980s of the 20th century Verlag Herder; Freiburg.	Korrespondenz mit Verlagen aus den 80er Jahren des 20. Jahrhunderts Verlag Herder; Freiburg.	התכתבות עם הוצאות לאור שנות ה 80 למאה ה-20 Verlag Herder; Freiburg.	Hebrew|German	1980	Unknown	מכתב|Letter	Verlag Herder	Communication Document	1980
IL-MTFN-001-G-F-0113-057-R0002	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Ruth Liedmann	Correspondence with Ruth Liedmann from the publishing house in Zurich, 1980s.	Korrespondenz mit Ruth Liedmann vom Verlag in Zürich, 80er Jahre des 20. Jahrhunderts.	התכתבות עם Ruth Liedmann מהוצאת לאור בציריך, שנות ה 80 למאה ה-20.	Hebrew|German	1980	Unknown	מכתב|Letter	Ruth Liedmann	Communication Document	1980
IL-MTFN-001-G-F-0113-057-R0003	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Gilles & Francke Duisburg	Correspondence with the publisher Gilles & Francke Duisburg, 1980s.	Korrespondenz mit dem Verlag Gilles & Francke Duisburg, 1980er Jahre.	התכתבויות עם ההוצאה לאור Gilles & Francke Duisburg, שנות ה-80.	Hebrew|German	1980	Unknown	מכתב|Letter	Gilles & Francke Duisburg	Communication Document	1980
IL-MTFN-001-G-F-0113-057-R0004	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with S. Fischer Verlag	Correspondence with the publisher S. Fischer Verlag, Frankfurt a.m., 1980s.	Korrespondenz mit dem Verlag S. Fischer Verlag, Frankfurt a.m., 1980er Jahre.	התכתבות עם ההוצאה לאור S. Fischer Verlag, Frankfurt a.m., שנות ה-80.	Hebrew|German		Unknown	מכתב|Letter	S. Fischer Verlag	Communication Document	1980
IL-MTFN-001-G-F-0113-057-R0005	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Rainer Wunderlich Verlag	Correspondence with the publisher Rainer Wunderlich Verlag Hermann Leins; Tübingen, 1960s.	Korrespondenz mit dem Verlag Rainer Wunderlich Verlag Hermann Leins; Tübingen, 1960er Jahre.	התכתבות עם ההוצאה לאור Rainer wunderlich Verlag Hermann Leins; Tübingen, שנות ה-60.	German		Unknown	מכתב|Letter	Rainer Wunderlich Verlag Hermann Leins	Communication Document	1960
IL-MTFN-001-G-F-0113-057-R0006	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Publishing House in Israel, 1948	Correspondence with a publishing house in Israel from 1948 in English. Dr. P.W. responded to the inquiry with a request for patience as the publishing house was bombed and is asked to get in touch again in 3 weeks. The publishing house: Malka Lyons and Jaap Bar-David; Book agencies Molly Lyons and Jaap Bar-David Literary Agency; the letter is interesting and reflects the conditions at the time, before the establishment of the state.	Korrespondenz mit einem Verlag in Israel aus dem Jahr 1948 auf Englisch. Dr. P.W. antwortete auf die Anfrage mit der Bitte um Geduld, da der Verlag bombardiert wurde und gebeten wird, in 3 Wochen erneut Kontakt aufzunehmen. Der Verlag: Malka Lyons und Jaap Bar-David; Buchagenturen Molly Lyons und Jaap Bar-David Literary Agency; der Brief ist interessant und spiegelt die damaligen Bedingungen wider, vor der Gründung des Staates.	"התכתבות עם הוצאת לאור בישראל מ-1948 בשפה האנגלית. ד""ר פ.ו. נענה על פנייתו בבקשת סבלנות כי בית הוצאה לאור הופצץ ומתבקש יצור שוב קשר בעוד 3 שבועות. ההוצאה לאור: מלכה ליינס את יעקב בר-דוד; סוכניות לספרים Molly Lyons and Jaap Bar-David Literary Agency; המכתב מעניין ומשקיף את התנאים דאז, לפני קום המדינה."	English	1948	Typewritten	מכתב|Letter		Communication Document	1948
IL-MTFN-001-G-F-0113-057-R0007	IL-MTFN-001-G-F-0113-057	correspondence	Correspondence with Merkur Newspaper Editorial	Correspondence with the editorial staff of the German newspaper Merkur in Munich. 1950s. Among them is a letter from the editorial staff to Prof. Ernst Simon; Ernst Simon, which refers to the rejection of the publication of P.W.'s poems in the newspaper. A. Simon, as it appears from the letter, sent and recommended material for the publication of P.W. This letter is from 05.11.1952.	Korrespondenz mit der Redaktion der deutschen Zeitung Merkur in München. 1950er Jahre. Darunter ein Brief von der Redaktion an Prof. Ernst Simon; Ernst Simon, der sich auf die Ablehnung der Veröffentlichung von P.W.s Gedichten in der Zeitung bezieht. A. Simon hat, wie aus dem Brief hervorgeht, Material zur Veröffentlichung von P.W. empfohlen. Dieser Brief ist vom 05.11.1952.	התכתבות עם מערכת עיתון גרמני Merkur במינכן. שנות ה-50 למאה ה-20. בניהם מכתב מהמערכת אל פרופ ארנסט סימון; Ernst Simon שמתיחס לדחיית הפרסום של שירי פ.ו. בעיתון. א. סימון כך יוצא מהמכתב שלח והמליץ על חומר פרו כתיבתו של פ.ו. מכתב זה מ-05.11.1952.	Hebrew|German	1952-11-05	Typewritten	מכתב|Letter	Ernst Simon	Communication Document	1952
IL-MTFN-001-G-F-0113-058-R0013	IL-MTFN-001-G-F-0113-058	correspondence	Correspondence between Dr. Fritz Wolf and Elfriede Mebing	Correspondence between Dr. Fritz Wolf and his agent Elfriede Mebing, late 1960s	Korrespondenz zwischen Dr. Fritz Wolf und seinem Agenten Elfriede Mebing, Ende der 60er Jahre	"התכתבות בין ד""ר פריץ וולף והסוכן שלו אלפרידה מבינג, סוף שנות ה;60"	Hebrew|German	1960	Unknown	מכתב|Letter	Dr. Fritz Wolf|Elfriede Mebing	Communication Document	1960
IL-MTFN-001-G-F-0113-064-R0001	IL-MTFN-001-G-F-0113-064	correspondence	Correspondence between Thomas Mann and Fritz Wolf	1951;1953, Correspondence between Thomas Mann and Fritz Wolf	1951;1953, Korrespondenz zwischen Thomas Mann und Fritz Wolf	1951;1953, התכתבות בין תומס מאן ופריץ וולף	German|Hebrew	1951	Unknown	מכתב|Letter	Thomas Mann|Fritz Wolf	Communication Document	1953
IL-MTFN-001-G-F-0113-064-R0002	IL-MTFN-001-G-F-0113-064	correspondence	Correspondence between Dr. Ernst Simon and Fritz Wolf	1952;1953, correspondence between Dr. Ernst Simon and Fritz Wolf	1952;1953, Korrespondenz zwischen Dr. Ernst Simon und Fritz Wolf	"1952;1953, התכתבות בין ד""ר ארנסט סימון ופריץ וולף"	Hebrew|German	1952	Unknown	מכתב|Letter	Dr. Ernst Simon|Fritz Wolf	Communication Document	1953
IL-MTFN-001-G-F-0130-001-R0002	IL-MTFN-001-G-F-0130-001	correspondence	התכתבות עם הבן מר אורי ברנע	Correspondence with the son Mr. Uri Barnea 1998	Korrespondenz mit dem Sohn Herrn Uri Barnea 1998	התכתבות עם הבן מר אורי ברנע 1998	Hebrew	1998	Unknown	מכתב|Letter	אורי ברנע	Communication Document	1998
IL-MTFN-001-G-F-0133-001-R0002	IL-MTFN-001-G-F-0133-001	memoir	Memory Book of Ella Reinmann	Memory book of Ella Reinmann, née Reinmann, 1906;1994 from Munich, in first marriage to Franz Ebstein 1888;1931 from Munich. From this marriage Kurt and Pinchas; Rodan. In second marriage: Hans Reinmann 1981;1901, from Munich.	Erinnerungsbuch von Ella Reinmann, geborene Reinmann, 1906;1994 aus München, in erster Ehe mit Franz Ebstein 1888;1931 aus München. Aus dieser Ehe Kurt und Pinchas; Rodan. In zweiter Ehe: Hans Reinmann 1981;1901, aus München.	ספר זכרונות של אלה ריינמן Ella Reinmann לבית ריינמן 1906;1994 ממינכן בנישואין ראשונים לפרנץ אבשטיין 1888;1931 Franz Ebstein ממינכן. מנשואין אלה קורט ופנחס ;רודן. בנשואין שניים: הנס ריינמן 1981;1901, ממינכן	Hebrew|German		Unknown	ספר זכרונות|Memory Book	Ella Reinmann	EgoDocument	1994
IL-MTFN-001-G-F-0138-001-R0001	IL-MTFN-001-G-F-0138-001	diary	Diary Pages of Brest Litowsk Community	Pages from the diary of the Brest Litowsk community, from December 1941 to August 1944.	Seiten aus dem Tagebuch der Gemeinde Brest Litowsk, von Dezember 1941 bis August 1944.	דפים מתוך יומן על של קהילת Brest Litowsk, מדצמבר 1941 ועד אוגוסט 1944.	Hebrew	1944-08	Unknown	יומן|Diary		EgoDocument	1944
IL-MTFN-001-G-F-0157-001-R0008	IL-MTFN-001-G-F-0157-001	visit	German Passport	German passport	Deutscher Reisepass	2000. דרכון גרמני;	German	2000	Unknown	תעודה|Certificate		Legal Document	2000
IL-MTFN-001-G-F-0157-001-R0009	IL-MTFN-001-G-F-0157-001	visit	Israeli Passport 1989	1989, Israeli passport;	1989, israelischer Reisepass;	1989, דרכון ישראלי;	Hebrew	1989	Unknown	תעודה|Certificate		Legal Document	1989
IL-MTFN-001-G-F-0158-001-R0005	IL-MTFN-001-G-F-0158-001	visit	Letters from Fuhrmann to Ets Gliksman	1933;1955, Letters from Fuhrmann to Ets Gliksman, Fuhrmann lived in Germany Friedrichssegen, associated with Kurt Schroeder Verlag, emigrated to the United States in 1939, his wife and son remained in Germany/Hamburg. His condition was not the best in the United States, as it seems, in the years after the war he writes to Gliksman about lack of money and food sometimes, about the possibility of his deportation from the United States. Gliksman visits him and also his wife and son from Hamburg.	1933;1955, Briefe von Fuhrmann an Ets Gliksman, Fuhrmann lebte in Deutschland Friedrichssegen, verbunden mit Kurt Schroeder Verlag, wanderte 1939 in die USA aus, seine Frau und sein Sohn blieben in Deutschland/Hamburg. Sein Zustand war in den USA nicht der beste, wie es scheint, in den Jahren nach dem Krieg schreibt er an Gliksman über Geld- und Nahrungsmangel, manchmal über die Möglichkeit seiner Abschiebung aus den USA. Gliksman besucht ihn und auch seine Frau und seinen Sohn aus Hamburg.	1933;1955, מכתבים מאת פורמאן Fuhrmann אל אץ גליקסמן, פורמן גר בגרמניה Friedrichssegen קשור עם Kurt Schroeder Verlag, היגר 1939 לארצות הברית, אישתו ובנו נשארו בגרמניה/המבורג. מצבו לא היה הכי טוב בארצות הברית כפי הנראה בשנים אחרי המלחמה הוא כותב לגליקסמן על מחסור בכסף ומזון לפעמים, על אפשרות גירושו מארצות הברית. גליקסמן מבקר אותו וגם את אשתו ובנו מהמבורג.	German|Hebrew	1933	Unknown	מכתב|Letter	Fuhrmann	Communication Document	1955
IL-MTFN-001-G-F-0158-001-R0006	IL-MTFN-001-G-F-0158-001	correspondence	Correspondence between Ernst Fuhrmann, Paul Guttfeld, and Artur Glückson	1930;1955, Correspondence between Ernst Fuhrmann, Paul Guttfeld with Artur Glückson, Fuhrmann, writer and philosopher lived in Germany Friedrichssegen, emigrated to America in 1939. Guttfeld worked at Folkwang;Auriga Verlag, also interested in biology, agriculture, and plants. He emigrated with his family to Palestine. Glückson, an architecture student in Berlin, lived a year in Palestine, returned to Berlin, and emigrated to Palestine. Close friendly relationship.	1930;1955, Briefwechsel zwischen Ernst Fuhrmann, Paul Guttfeld und Artur Glückson, Fuhrmann, Schriftsteller und Philosoph, lebte in Deutschland Friedrichssegen, wanderte 1939 nach Amerika aus. Guttfeld arbeitete bei Folkwang;Auriga Verlag, interessierte sich auch für Biologie, Landwirtschaft und Pflanzen. Er wanderte mit seiner Familie nach Palästina aus. Glückson, Architekturstudent in Berlin, lebte ein Jahr in Palästina, kehrte nach Berlin zurück und wanderte nach Palästina aus. Enge freundschaftliche Beziehung.	1930;1955, התכתבות מכתבים בין Ernst Fuhrmann, Paul Guttfeld עם Artur Glückson, פורמן, סופר ופילוסוף גר בגרמניה Friedrichssegen היגר 1939 לאמריקה. גוטפלד עבד ב Folkwand;Auriga Verlag התעניין גם בביולוגיה, חקלאות וצמחים. היגר עם משפחתו לפלשתינה. גליקסון סטודנט לארכיטקטורה בברלין, חי שנה בפלשתינה חזר לברלין והיגר לפלשתינה. קשר ידידותי הדוק.	German|Hebrew	1930	Unknown	מכתב|Letter		Communication Document	1955
IL-MTFN-001-G-F-0159-001-R0001	IL-MTFN-001-G-F-0159-001	memoir	חוברת זכרונות של חנה ירמיאס	1999, Memory booklet of Hanna Jeremias Trietsch tells about her life in Germany and in Israel for the younger generation and those who come after	1999, Erinnerungsheft von Hanna Jeremias Trietsch erzählt von ihrem Leben in Deutschland und in Israel für die jüngere Generation und die Nachkommen	1999, חוברת זכרונות של חנה ירמיאס Jeremias טריטש Trietsch מספרת על חייה בגרמניה ובארץ ישראל לדור הצעיר ולבאים אחריה	Hebrew|German		Print	ספר זכרונות|Memory Book	חנה ירמיאס	EgoDocument	1999
IL-MTFN-001-G-F-0161-001-R0003	IL-MTFN-001-G-F-0161-001	correspondence	Correspondence between Israel Shiloni and Eli Rothschild	1987, correspondence between Israel Shiloni and Eli Rothschild	1987, Korrespondenz zwischen Israel Shiloni und Eli Rothschild	1987, התכתבות בין ישראל שילוני ואלי רוטשילד	Hebrew	1987	Unknown	מכתב|Letter		Communication Document	1987
IL-MTFN-001-G-F-0165-001-R0003	IL-MTFN-001-G-F-0165-001	visit	Letter from Brigitta Wolf to Wilhelm Friedrichs	3.10.1969, Letter from Brigitta Wolf to Wilhelm Friedrichs, a German prisoner who saved Jews in Lithuania during World War II and was sentenced to life imprisonment after the war for killing a bank messenger. Shiloni and also Wolf helped to obtain a pardon for him, and the man visited the country.	3.10.1969, Brief von Brigitta Wolf an Wilhelm Friedrichs, einen deutschen Gefangenen, der während des Zweiten Weltkriegs Juden in Litauen rettete und nach dem Krieg zu lebenslanger Haft wegen der Tötung eines Bankboten verurteilt wurde. Shiloni und auch Wolf halfen, eine Begnadigung für ihn zu erwirken, und der Mann besuchte das Land.	3.10.1969, מכתב מאת בריגיטה וולף אל וילהלם פרידריכס Friedrichs, אסיר גרמני, שבזמן מלחמת העולם II הציל יהודים בליטה וקיבל אחרי המלחמה מאסר עולם על הריגה של שליח בנק. שילוני וגם וולף עזרו לקבל עבורו חנינה והאיש ביקר בארץ.	German|Hebrew	1969-10-03	Handwritten	מכתב|Letter	Wilhelm Friedrichs	Communication Document	1969
